ID,Cement,BlastFurnaceSlag,FlyAsh,Water,Superplasticizer,CoarseAggregate,FineAggregate,Duration,ConcreteCS
150,425.0,106.3,0.0,153.5,16.5,,887.1,56,64.3
151,318.8,212.5,0.0,155.7,14.3,852.1,880.4,56,66.1
152,401.8,94.7,0.0,147.4,,946.8,852.1,56,73.7
153,,189.0,0.0,164.9,11.6,944.7,,56,77.3
154,323.7,,0.0,183.8,10.3,,659.9,56,80.2
155,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56,54.9
156,362.6,,0.0,164.9,11.6,944.7,,56,77.3
157,286.3,200.9,,,11.2,1004.6,803.7,56,72.99
158,362.6,189.0,,164.9,11.6,944.7,755.8,56,77.3
159,439.0,177.0,0.0,,11.1,884.9,707.9,56,71.7
160,389.9,189.0,0.0,145.9,22.0,,755.8,56,79.4
161,,189.0,,164.9,,944.7,755.8,56,77.3
162,,189.0,0.0,,9.5,944.7,755.8,,
163,374.0,189.2,0.0,170.1,10.1,,756.7,91,64.9
164,313.3,262.2,0.0,175.5,,,,,
165,425.0,106.3,,153.5,16.5,852.1,887.1,91,65.2
166,425.0,106.3,0.0,151.4,18.6,936.0,803.7,91,66.7
167,375.0,93.8,,,23.4,852.1,992.6,,
168,475.0,118.8,0.0,181.1,,852.1,781.5,91,74.19
169,469.0,117.2,0.0,137.8,32.2,852.1,840.5,91,70.7
170,425.0,106.3,0.0,153.5,16.5,852.1,887.1,,65.2
171,388.6,97.1,0.0,,,852.1,925.7,91,57.6
172,531.3,0.0,,141.8,28.2,852.1,893.7,91,59.2
173,,106.3,0.0,153.5,16.5,,887.1,91,65.2
174,318.8,,0.0,155.7,14.3,852.1,880.4,,68.1
175,401.8,94.7,0.0,147.4,11.4,,852.1,91,75.5
176,362.6,189.0,0.0,164.9,,944.7,755.8,91,79.3
177,379.5,151.2,0.0,,15.9,1134.3,,91,
178,,,0.0,164.9,11.6,,,91,79.3
179,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91,76.8
180,362.6,189.0,,164.9,11.6,944.7,,91,79.3
181,439.0,177.0,0.0,186.0,11.1,884.9,707.9,91,
182,389.9,189.0,0.0,,,944.7,755.8,91,82.6
183,362.6,189.0,0.0,164.9,11.6,944.7,,91,
184,337.9,,0.0,,9.5,944.7,755.8,91,67.8
185,222.4,0.0,96.7,189.3,4.5,967.1,870.3,3,11.58
186,,0.0,96.7,,4.5,967.1,870.3,14,24.45
187,,0.0,96.7,,4.5,967.1,870.3,28,24.89
188,222.4,0.0,96.7,189.3,,967.1,870.3,56,
189,222.4,0.0,96.7,189.3,4.5,967.1,870.3,,40.71
190,,0.0,94.6,197.9,4.6,,852.2,3,10.38
191,233.8,,94.6,197.9,4.6,947.0,,14,
192,233.8,0.0,94.6,197.9,4.6,947.0,852.2,28,22.84
193,233.8,0.0,,197.9,4.6,,852.2,,
194,233.8,0.0,94.6,197.9,4.6,,852.2,100,34.56
195,194.7,0.0,,165.6,,,905.9,3,12.45
196,194.7,,,,7.5,1006.4,905.9,14,24.99
197,,0.0,,165.6,,1006.4,905.9,28,
198,,0.0,,165.6,,1006.4,905.9,56,33.96
199,194.7,0.0,100.5,,7.5,1006.4,,100,37.34
200,190.7,0.0,,162.1,7.8,,804.0,3,
201,190.7,,125.4,,,,804.0,14,21.06
202,190.7,,,162.1,7.8,,804.0,28,26.4
203,,,125.4,162.1,7.8,1090.0,804.0,,35.34
204,190.7,0.0,125.4,,7.8,1090.0,804.0,100,
205,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,3,12.47
206,,0.0,,,5.7,1057.6,779.3,14,20.92
207,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,28,
208,,0.0,121.6,180.3,,1057.6,,56,34.2
209,212.1,0.0,121.6,180.3,,1057.6,,100,39.61
210,230.0,0.0,118.3,195.5,,1029.4,758.6,,10.03
211,230.0,0.0,,195.5,4.6,1029.4,758.6,14,
212,230.0,,118.3,,4.6,,758.6,28,
213,,0.0,,195.5,4.6,,,56,31.54
214,230.0,0.0,118.3,195.5,4.6,1029.4,,,35.34
215,190.3,0.0,125.2,161.9,,1088.1,802.6,3,
216,190.3,,125.2,161.9,9.9,1088.1,,14,22.72
217,,,125.2,161.9,9.9,,,28,28.47
218,,0.0,125.2,161.9,9.9,1088.1,,,38.56
219,190.3,0.0,125.2,,9.9,1088.1,,100,40.39
220,166.1,0.0,163.3,,,1058.6,780.1,,10.76
221,166.1,,,176.5,4.5,,780.1,,25.48
222,166.1,0.0,163.3,176.5,4.5,1058.6,,28,
223,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,56,28.63
224,,0.0,,176.5,,1058.6,780.1,100,33.54
225,168.0,42.1,,,5.7,1058.7,780.1,3,
226,168.0,42.1,163.8,,,1058.7,,14,17.82
227,168.0,42.1,163.8,121.8,5.7,,780.1,28,24.24
228,168.0,,163.8,,5.7,1058.7,,56,32.85
229,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,,39.23
230,213.7,,24.5,181.7,6.9,1065.8,785.4,3,
231,,98.1,24.5,181.7,6.9,1065.8,,14,30.39
232,213.7,,24.5,181.7,6.9,,,28,
233,,98.1,,181.7,6.9,1065.8,,56,50.77
234,213.7,98.1,24.5,181.7,,1065.8,,100,53.9
235,213.8,98.1,,181.7,6.7,1066.0,785.5,3,13.18
236,213.8,,24.5,181.7,6.7,1066.0,785.5,14,17.84
237,213.8,,24.5,181.7,6.7,1066.0,785.5,28,40.23
238,213.8,98.1,,181.7,6.7,1066.0,785.5,56,47.13
239,213.8,98.1,24.5,181.7,,1066.0,785.5,100,49.97
240,229.7,0.0,118.2,,6.1,,757.6,3,13.36
241,229.7,,118.2,195.2,6.1,1028.1,757.6,14,
242,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,,
243,229.7,0.0,118.2,,6.1,1028.1,757.6,56,31.35
244,229.7,0.0,,195.2,6.1,,,100,40.86
245,238.1,0.0,94.1,,7.0,,,,19.93
246,238.1,0.0,94.1,186.7,7.0,,847.0,,25.69
247,238.1,,94.1,,,949.9,847.0,28,
248,238.1,0.0,94.1,,7.0,,847.0,56,39.59
249,238.1,,94.1,186.7,7.0,949.9,847.0,100,44.3
250,250.0,0.0,95.7,,5.5,,861.2,,13.82
251,250.0,,95.7,187.4,,956.9,861.2,,
252,250.0,0.0,,187.4,5.5,,861.2,28,29.22
253,,0.0,,187.4,,956.9,861.2,56,38.33
254,250.0,,95.7,187.4,,956.9,861.2,100,42.35
255,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,,13.54
256,212.5,0.0,100.4,159.3,8.7,,903.6,14,26.31
257,212.5,0.0,100.4,159.3,,1007.8,903.6,28,31.64
258,,0.0,100.4,159.3,8.7,1007.8,903.6,56,42.55
259,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,100,
260,212.6,,,159.4,,,903.8,3,13.33
261,,,100.4,159.4,,1003.8,,,25.37
262,,0.0,100.4,159.4,10.4,1003.8,903.8,28,37.4
263,212.6,0.0,,,,,903.8,56,
264,212.6,0.0,100.4,159.4,10.4,,903.8,100,47.74
265,212.0,,124.8,,7.8,1085.4,799.5,,19.52
266,,0.0,124.8,,7.8,1085.4,799.5,,31.35
267,212.0,0.0,,159.0,,1085.4,799.5,,38.5
268,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,,
269,,0.0,124.8,159.0,7.8,1085.4,799.5,100,47.82
270,231.8,0.0,,174.0,,1056.4,778.5,3,15.44
271,231.8,0.0,,174.0,6.7,1056.4,,14,26.77
272,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,,
273,231.8,,121.6,174.0,6.7,,,,42.7
274,231.8,0.0,121.6,,6.7,,778.5,,45.84
275,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,3,17.22
276,,0.0,,188.5,5.8,1028.4,757.7,14,29.93
277,,0.0,118.3,188.5,,,757.7,28,29.65
278,251.4,0.0,,,5.8,1028.4,,56,
279,251.4,,118.3,,,,757.7,100,43.58
280,,0.0,,188.5,,1028.4,,3,13.12
281,,0.0,118.3,188.5,6.4,1028.4,757.7,14,
282,,0.0,118.3,188.5,6.4,1028.4,,,32.66
283,,0.0,118.3,188.5,,1028.4,757.7,56,36.64
284,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,100,
285,,,167.0,,7.6,,,3,
286,181.4,,,169.6,,1055.6,,14,21.6
287,181.4,0.0,167.0,169.6,,,777.8,,27.77
288,181.4,0.0,,,7.6,,777.8,,35.57
289,181.4,,167.0,169.6,7.6,1055.6,,100,45.37
290,182.0,45.2,122.0,,8.2,1059.4,780.7,3,
291,182.0,45.2,122.0,,8.2,1059.4,780.7,,
292,182.0,45.2,,,,1059.4,780.7,28,
293,,45.2,122.0,170.2,8.2,1059.4,780.7,56,43.5
294,,,122.0,,8.2,,780.7,100,
295,168.9,42.2,124.3,,10.8,1080.8,796.2,3,7.4
296,168.9,42.2,124.3,,10.8,1080.8,796.2,,23.51
297,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28,31.12
298,168.9,42.2,124.3,,10.8,1080.8,,56,39.15
299,,42.2,124.3,,,1080.8,,100,48.15
300,290.4,0.0,96.2,168.1,9.4,,865.0,3,22.5
301,290.4,0.0,96.2,,9.4,961.2,865.0,14,
302,290.4,0.0,,,,961.2,865.0,28,34.74
303,,,,,9.4,961.2,865.0,56,45.08
304,290.4,0.0,96.2,,9.4,961.2,,100,48.97
305,277.1,0.0,97.4,,,973.9,875.6,,23.14
306,,0.0,97.4,160.6,11.8,973.9,,,41.89
307,277.1,0.0,97.4,,11.8,973.9,875.6,28,48.28
308,277.1,0.0,,160.6,11.8,,,56,
309,,0.0,97.4,160.6,,973.9,875.6,100,
310,,0.0,,,8.9,955.1,859.2,3,
311,295.7,0.0,,171.5,,955.1,859.2,14,
312,,0.0,95.6,,,955.1,859.2,,39.94
313,,,95.6,171.5,,955.1,,56,48.72
314,,0.0,95.6,,8.9,955.1,859.2,100,52.04
315,251.8,,,,,1006.0,,,21.02
316,,0.0,99.9,146.1,12.4,1006.0,,14,33.36
317,251.8,0.0,99.9,,12.4,1006.0,,,
318,251.8,0.0,99.9,146.1,12.4,,,,
319,,0.0,99.9,,12.4,1006.0,899.8,100,45.37
320,249.1,0.0,,158.1,,,889.0,,15.36
321,,0.0,,,,987.8,889.0,,28.68
322,249.1,0.0,98.8,,12.8,987.8,889.0,28,30.85
323,249.1,0.0,98.8,158.1,,987.8,889.0,56,42.03
324,249.1,0.0,,158.1,12.8,,889.0,,
325,252.3,0.0,98.8,146.3,14.2,,889.0,3,21.78
326,252.3,0.0,98.8,146.3,14.2,987.8,889.0,14,
327,252.3,0.0,98.8,146.3,,987.8,889.0,,
328,252.3,0.0,,146.3,14.2,987.8,889.0,,55.83
329,252.3,0.0,98.8,,,,889.0,100,
330,,0.0,125.1,143.3,,1086.8,800.9,3,23.52
331,246.8,,125.1,143.3,12.0,1086.8,,14,42.22
332,,,125.1,143.3,,,,,52.5
333,,,125.1,,12.0,1086.8,800.9,56,
334,246.8,,125.1,143.3,12.0,,800.9,100,66.42
335,275.1,,121.4,159.5,9.9,1053.6,777.5,3,23.8
336,275.1,0.0,121.4,,,1053.6,777.5,14,38.77
337,275.1,0.0,121.4,,9.9,,,,
338,,,,159.5,9.9,,777.5,56,
339,,0.0,121.4,159.5,9.9,,777.5,100,
340,297.2,,,174.8,,1022.8,,3,21.91
341,297.2,0.0,,174.8,9.5,1022.8,,,36.99
342,297.2,0.0,117.5,174.8,,1022.8,753.5,,47.4
343,,,117.5,174.8,9.5,,753.5,,51.96
344,,,117.5,174.8,9.5,1022.8,753.5,,
345,213.7,,174.7,154.8,,,776.4,,17.57
346,,,,154.8,,,,,
347,,0.0,,154.8,10.2,1053.5,,,40.15
348,213.7,0.0,174.7,154.8,,1053.5,776.4,56,46.64
349,,0.0,174.7,154.8,,1053.5,776.4,100,50.08
350,,0.0,,154.6,11.7,1052.3,775.5,3,17.37
351,,0.0,174.2,154.6,,,775.5,,33.7
352,213.5,0.0,,,11.7,,775.5,28,
353,213.5,,174.2,154.6,,,,56,
354,213.5,,174.2,,11.7,1052.3,775.5,100,59.3
355,277.2,97.8,,160.7,,,,3,30.45
356,,97.8,24.5,160.7,11.2,1061.7,,14,47.71
357,,97.8,,,11.2,,,28,
358,277.2,97.8,,160.7,11.2,,,56,66.82
359,277.2,97.8,,160.7,,,,100,66.95
360,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3,27.42
361,,,123.8,140.8,11.9,1075.7,,14,35.96
362,218.2,,,140.8,11.9,,,28,
363,,54.6,,,11.9,,,56,61.99
364,218.2,54.6,123.8,,,1075.7,792.7,100,63.53
365,,53.8,121.9,,,1014.3,780.6,3,
366,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14,
367,214.9,53.8,121.9,,9.6,1014.3,780.6,28,52.2
368,214.9,,121.9,,9.6,1014.3,780.6,56,53.96
369,214.9,,121.9,155.6,,,,100,
370,218.9,,124.1,158.5,11.3,1078.7,794.9,3,
371,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,14,
372,,,,158.5,,,794.9,,
373,218.9,,124.1,,11.3,,794.9,,
374,218.9,0.0,,,11.3,1078.7,794.9,,
375,,,,214.6,0.0,1003.5,762.4,,
376,376.0,,0.0,,,,762.4,,
377,376.0,0.0,,,,,762.4,,31.97
378,376.0,0.0,0.0,214.6,0.0,,762.4,,36.3
379,,,0.0,214.6,0.0,,,,
380,,0.0,0.0,,4.0,,,,67.57
381,475.0,0.0,59.0,142.0,,1098.0,641.0,28,
382,,137.0,0.0,145.0,5.9,,,28,81.75
383,505.0,0.0,60.0,195.0,,,,28,64.02
384,451.0,0.0,0.0,165.0,,,745.0,28,78.8
385,,0.0,0.0,,,801.0,,28,41.37
386,520.0,,,170.0,5.2,855.0,,28,60.28
387,,0.0,0.0,185.0,6.9,,720.0,28,
388,520.0,0.0,,175.0,5.2,870.0,805.0,,51.02
389,385.0,,136.0,158.0,20.0,,,28,55.55
390,500.1,0.0,0.0,,3.0,1124.4,613.2,28,44.13
391,450.1,50.0,,200.0,3.0,1124.4,,28,39.38
392,397.0,17.2,158.0,,,967.0,633.0,,
393,,,163.0,167.0,,996.0,652.0,28,47.28
394,334.0,17.6,,,15.3,,633.0,,44.33
395,405.0,,,,0.0,1120.0,,28,
396,,200.0,,190.0,0.0,1145.0,660.0,,49.25
397,,,0.0,162.0,8.3,801.0,,28,41.37
398,,,,,5.7,,880.0,28,
399,160.0,128.0,,,,824.0,,,39.4
400,234.0,,0.0,,,981.0,760.0,,
401,,,,159.0,9.5,860.0,800.0,,
402,,,,,,1044.0,662.0,,58.52
403,,190.0,0.0,163.0,7.6,1031.0,685.0,28,53.58
404,,119.0,0.0,,,,657.0,28,
405,275.0,,,,,830.0,765.0,,
406,,,,151.0,,,655.0,,69.84
407,165.0,0.0,143.6,163.8,,1005.6,,3,14.4
408,,128.5,,175.1,8.1,1005.8,746.6,3,19.42
409,178.0,129.8,118.6,,3.6,1007.3,746.8,3,20.73
410,,129.9,128.6,,7.8,1006.3,,3,
411,172.4,13.6,172.4,,4.1,,,,21.29
412,173.5,,,,6.5,,,3,
413,167.0,,,,7.9,,770.1,3,
414,173.8,93.4,159.9,172.3,,1007.2,746.6,,15.82
415,,,,166.6,9.9,1079.0,798.9,,12.55
416,250.0,,95.7,,5.3,,,,
417,,,174.2,159.2,11.7,1043.6,,,
418,194.7,0.0,,170.2,,998.0,901.8,3,12.18
419,251.4,0.0,118.3,,5.8,,754.3,3,
420,,0.0,143.6,163.8,0.0,1005.6,900.9,14,
421,165.0,,132.1,175.1,,,,14,33.09
422,178.0,,,179.9,3.6,,,14,
423,167.4,129.9,128.6,,,1006.3,,14,31.81
424,,13.6,172.4,,,1006.3,856.4,14,
425,173.5,,,164.8,,,793.5,14,
426,,,167.0,,7.9,1007.3,,,
427,173.8,93.4,159.9,,,1007.2,746.6,14,
428,190.3,0.0,,,9.9,,,,
429,250.0,0.0,95.7,,5.3,,857.2,,24.66
430,,,174.2,,11.7,,,14,29.59
431,,,,170.2,,998.0,,,24.28
432,251.4,0.0,118.3,,,1043.6,754.3,14,
433,,0.0,,163.8,,1005.6,900.9,,26.2
434,,,,,,1005.8,,28,46.39
435,,129.8,118.6,,,,,28,39.16
436,,129.9,,,7.8,1006.3,746.6,,41.2
437,172.4,13.6,,,4.1,1006.3,856.4,,33.69
438,,50.1,,,,,793.5,28,38.2
439,,,167.0,,7.9,1007.3,,28,
440,173.8,,159.9,172.3,,1007.2,,28,37.81
441,190.3,0.0,125.2,166.6,9.9,,,,
442,250.0,0.0,,191.8,5.3,948.9,857.2,28,
443,213.5,,,159.2,,,771.9,28,44.64
444,194.7,0.0,,,,998.0,901.8,28,37.27
445,,0.0,118.3,,5.8,1043.6,754.3,,
446,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,,
447,,,132.1,175.1,,,746.6,56,
448,,,118.6,,3.6,,,,
449,,,128.6,,7.8,,,56,
450,172.4,,172.4,156.8,,,856.4,,35.85
451,,50.1,,,,1006.2,,56,53.77
452,,75.4,,164.0,7.9,1007.3,,,
453,,,159.9,172.3,,1007.2,746.6,,48.99
454,,,,166.6,9.9,1079.0,798.9,,
455,,,,191.8,,948.9,857.2,,39.64
456,213.5,0.0,,159.2,11.7,,771.9,56,
457,,0.0,100.5,,7.5,,901.8,56,43.39
458,251.4,,118.3,,5.8,,754.3,,39.27
459,165.0,0.0,143.6,,,1005.6,900.9,100,37.96
460,,,132.1,175.1,8.1,,,100,
461,178.0,129.8,118.6,179.9,,1007.3,,100,49.99
462,167.4,129.9,128.6,175.5,7.8,,746.6,,53.66
463,,13.6,,156.8,4.1,1006.3,856.4,,
464,,,173.5,,,,,100,
465,,75.4,,164.0,7.9,,770.1,100,56.81
466,173.8,,159.9,172.3,9.7,,746.6,100,
467,,0.0,,,9.9,1079.0,,,
468,,0.0,,,,,,100,41.16
469,213.5,0.0,174.2,,11.7,,,,52.96
470,,0.0,,,7.5,,,100,
471,251.4,0.0,118.3,,5.8,1043.6,,,
472,446.0,,79.0,,11.6,967.0,712.0,28,
473,446.0,,,,11.6,967.0,,28,44.42
