ID,Cement,BlastFurnaceSlag,FlyAsh,Water,Superplasticizer,CoarseAggregate,FineAggregate,Duration,ConcreteCS
108,,282.8,0.0,,,,,,
109,379.5,,,,15.9,,,,47.1
110,,189.0,,164.9,11.6,944.7,755.8,,
111,,200.9,,144.7,,1004.6,803.7,,
112,,189.0,0.0,164.9,,944.7,755.8,7,
113,439.0,177.0,0.0,,11.1,,707.9,7,56.1
114,389.9,189.0,,,22.0,,,7,59.09
115,362.6,,0.0,,11.6,,755.8,7,
116,337.9,,,,,944.7,,,35.1
117,374.0,189.2,,170.1,10.1,926.1,756.7,28,61.09
118,,262.2,0.0,,,1046.9,611.8,28,
119,425.0,106.3,0.0,,16.5,,887.1,,60.29
120,,,,,,936.0,,,
121,375.0,,,,,852.1,992.6,28,56.7
122,,,0.0,,,852.1,,28,68.3
123,469.0,117.2,0.0,137.8,32.2,,840.5,28,
124,425.0,106.3,0.0,153.5,,852.1,887.1,28,60.29
125,388.6,97.1,0.0,,12.1,852.1,,28,50.7
126,531.3,,0.0,141.8,28.2,852.1,,28,56.4
127,,,0.0,153.5,16.5,852.1,887.1,,
128,,212.5,0.0,,,,,28,55.5
129,401.8,94.7,,147.4,,,852.1,,
130,362.6,,,,11.6,944.7,,,
131,323.7,282.8,0.0,,10.3,,,28,
132,379.5,,0.0,,,,,,
133,362.6,189.0,,,11.6,944.7,,,
134,286.3,200.9,,144.7,11.2,,,28,67.7
135,,,0.0,,11.6,944.7,755.8,28,71.3
136,,,,186.0,11.1,,,,66.0
137,389.9,,0.0,,,,755.8,,74.5
138,,,0.0,,11.6,,,,71.3
139,337.9,189.0,,174.9,,,755.8,,49.9
140,374.0,,,,10.1,926.1,,,63.4
141,,262.2,,,8.6,,611.8,56,64.9
142,,106.3,,153.5,16.5,,,56,
143,425.0,106.3,,,18.6,,803.7,56,64.9
144,,,0.0,,,,,56,60.2
145,475.0,,0.0,,,852.1,,56,
146,,,,137.8,,,840.5,56,
147,425.0,,,153.5,,852.1,887.1,,
148,388.6,,0.0,,,,,,55.2
149,,0.0,,,28.2,,,,58.8
150,425.0,106.3,0.0,153.5,16.5,,887.1,56,
151,318.8,212.5,,,14.3,852.1,,,
152,401.8,,0.0,147.4,,,,56,73.7
153,,189.0,0.0,164.9,11.6,944.7,,,
154,323.7,,0.0,183.8,,,,,80.2
155,,,,,15.9,,605.0,,54.9
156,362.6,,0.0,164.9,,944.7,,56,
157,286.3,200.9,,,11.2,,,56,72.99
158,,,,164.9,11.6,,755.8,56,77.3
159,439.0,177.0,,,11.1,,707.9,,71.7
160,389.9,189.0,0.0,145.9,22.0,,,56,79.4
161,,189.0,,164.9,,944.7,,,77.3
162,,,0.0,,,944.7,755.8,,
163,374.0,189.2,0.0,170.1,10.1,,756.7,91,64.9
164,313.3,262.2,,175.5,,,,,
165,425.0,,,153.5,16.5,852.1,887.1,91,
166,425.0,106.3,,,18.6,936.0,,,66.7
167,375.0,93.8,,,23.4,852.1,,,
168,475.0,118.8,0.0,181.1,,,781.5,91,
169,469.0,117.2,0.0,137.8,32.2,,840.5,91,70.7
170,425.0,,,153.5,16.5,,,,65.2
171,388.6,97.1,0.0,,,,,91,57.6
172,531.3,,,,28.2,852.1,893.7,,
173,,106.3,0.0,,,,887.1,91,65.2
174,,,,155.7,14.3,,880.4,,
175,401.8,,0.0,147.4,,,852.1,91,75.5
176,,189.0,0.0,164.9,,,,,
177,,151.2,0.0,,15.9,1134.3,,91,
178,,,0.0,164.9,11.6,,,91,79.3
179,,200.9,,144.7,11.2,1004.6,803.7,91,76.8
180,362.6,189.0,,,11.6,944.7,,91,
181,,177.0,0.0,186.0,11.1,884.9,707.9,91,
182,389.9,189.0,0.0,,,944.7,755.8,91,
183,362.6,,0.0,164.9,,944.7,,91,
184,337.9,,,,,944.7,755.8,91,
185,222.4,,96.7,189.3,,967.1,870.3,3,11.58
186,,0.0,96.7,,4.5,,,14,24.45
187,,0.0,96.7,,,967.1,,28,24.89
188,222.4,,96.7,,,,870.3,,
189,222.4,,,,4.5,967.1,870.3,,40.71
190,,,94.6,197.9,4.6,,852.2,3,10.38
191,233.8,,94.6,197.9,,947.0,,14,
192,233.8,,94.6,197.9,,947.0,852.2,,22.84
193,,0.0,,,,,852.2,,
194,,0.0,94.6,197.9,4.6,,,100,34.56
195,194.7,,,165.6,,,905.9,,
196,,,,,7.5,1006.4,,,
197,,0.0,,165.6,,1006.4,905.9,28,
198,,,,165.6,,1006.4,905.9,56,33.96
199,,,100.5,,7.5,1006.4,,,37.34
200,190.7,,,162.1,7.8,,804.0,3,
201,,,125.4,,,,,14,21.06
202,190.7,,,,7.8,,804.0,,26.4
203,,,125.4,162.1,7.8,1090.0,804.0,,35.34
204,,0.0,,,,1090.0,804.0,100,
205,,,121.6,180.3,5.7,1057.6,779.3,3,12.47
206,,0.0,,,5.7,,779.3,14,
207,212.1,,,,5.7,1057.6,779.3,28,
208,,,121.6,180.3,,1057.6,,56,34.2
209,212.1,0.0,121.6,180.3,,1057.6,,100,
210,,,118.3,195.5,,1029.4,758.6,,10.03
211,,,,195.5,4.6,1029.4,,14,
212,230.0,,118.3,,4.6,,758.6,28,
213,,0.0,,195.5,4.6,,,56,31.54
214,,0.0,,,,1029.4,,,35.34
215,190.3,0.0,125.2,161.9,,,802.6,3,
216,190.3,,125.2,161.9,9.9,1088.1,,14,22.72
217,,,,161.9,9.9,,,28,
218,,,,,9.9,1088.1,,,38.56
219,190.3,0.0,,,9.9,,,100,40.39
220,166.1,0.0,163.3,,,1058.6,780.1,,10.76
221,166.1,,,176.5,4.5,,780.1,,25.48
222,166.1,0.0,163.3,176.5,4.5,,,,
223,166.1,0.0,,176.5,4.5,,,56,
224,,0.0,,176.5,,,780.1,,33.54
225,,42.1,,,5.7,,780.1,3,
226,168.0,,163.8,,,1058.7,,,17.82
227,,42.1,,121.8,5.7,,,28,
228,168.0,,163.8,,,1058.7,,56,
229,168.0,,,121.8,5.7,,780.1,,
230,213.7,,24.5,181.7,6.9,,785.4,3,
231,,98.1,24.5,181.7,6.9,1065.8,,14,30.39
232,213.7,,,181.7,6.9,,,28,
233,,98.1,,181.7,6.9,1065.8,,56,50.77
234,,,24.5,181.7,,1065.8,,100,
235,213.8,,,,6.7,1066.0,785.5,3,
236,,,,,,,,14,17.84
237,213.8,,24.5,181.7,,1066.0,,,40.23
238,213.8,,,,,1066.0,,56,47.13
239,213.8,,,,,,785.5,100,49.97
240,229.7,0.0,118.2,,6.1,,757.6,3,13.36
241,229.7,,118.2,,,1028.1,,14,
242,229.7,0.0,118.2,,,1028.1,757.6,,
243,229.7,0.0,118.2,,6.1,,757.6,56,31.35
244,229.7,0.0,,195.2,6.1,,,100,40.86
245,238.1,0.0,94.1,,,,,,19.93
246,238.1,,94.1,186.7,,,,,25.69
247,238.1,,94.1,,,,847.0,,
248,238.1,,94.1,,7.0,,847.0,,39.59
249,238.1,,94.1,186.7,7.0,,,100,
250,250.0,0.0,,,5.5,,861.2,,13.82
251,250.0,,95.7,,,,861.2,,
252,250.0,0.0,,187.4,5.5,,,28,29.22
253,,0.0,,187.4,,,,56,
254,,,95.7,187.4,,,861.2,100,
255,212.5,,100.4,159.3,8.7,1007.8,903.6,,13.54
256,212.5,0.0,,159.3,,,,,26.31
257,,0.0,,,,,903.6,28,31.64
258,,0.0,100.4,159.3,,1007.8,903.6,56,
259,212.5,0.0,,159.3,8.7,1007.8,903.6,,
260,212.6,,,159.4,,,903.8,3,13.33
261,,,100.4,159.4,,,,,25.37
262,,,,159.4,10.4,1003.8,903.8,28,
263,212.6,0.0,,,,,,56,
264,212.6,0.0,100.4,159.4,10.4,,903.8,100,
265,212.0,,,,,1085.4,799.5,,
266,,0.0,124.8,,7.8,1085.4,799.5,,31.35
267,212.0,0.0,,,,,,,38.5
268,212.0,0.0,124.8,159.0,,1085.4,,,
269,,0.0,124.8,159.0,7.8,1085.4,799.5,,47.82
270,231.8,0.0,,,,1056.4,,3,15.44
271,,0.0,,174.0,,1056.4,,,26.77
272,231.8,,,174.0,,1056.4,778.5,,
273,231.8,,,174.0,6.7,,,,42.7
274,231.8,0.0,,,6.7,,,,
275,251.4,0.0,118.3,188.5,,1028.4,757.7,3,17.22
276,,0.0,,188.5,5.8,,,14,29.93
277,,,118.3,188.5,,,757.7,28,
278,251.4,0.0,,,5.8,1028.4,,56,
279,251.4,,118.3,,,,757.7,100,43.58
280,,0.0,,188.5,,,,3,
281,,0.0,118.3,188.5,6.4,1028.4,757.7,14,
282,,,118.3,188.5,6.4,1028.4,,,32.66
283,,0.0,118.3,188.5,,1028.4,757.7,56,36.64
284,,,,188.5,6.4,1028.4,757.7,100,
285,,,167.0,,7.6,,,,
286,,,,169.6,,1055.6,,14,21.6
287,181.4,0.0,167.0,169.6,,,,,27.77
288,,0.0,,,,,777.8,,
289,181.4,,167.0,169.6,,1055.6,,100,45.37
290,182.0,45.2,122.0,,8.2,,,,
291,182.0,45.2,122.0,,,1059.4,,,
292,182.0,,,,,,780.7,28,
293,,,122.0,,8.2,1059.4,,,43.5
294,,,122.0,,8.2,,,100,
295,168.9,42.2,124.3,,10.8,1080.8,796.2,3,7.4
296,168.9,42.2,124.3,,10.8,1080.8,796.2,,23.51
297,168.9,,,158.3,,1080.8,796.2,28,
298,168.9,,124.3,,10.8,1080.8,,56,39.15
299,,42.2,124.3,,,,,100,48.15
300,290.4,0.0,96.2,168.1,,,,,22.5
301,,0.0,96.2,,9.4,961.2,865.0,14,
302,290.4,0.0,,,,,865.0,28,34.74
303,,,,,,961.2,865.0,,
304,290.4,,96.2,,9.4,961.2,,,
305,277.1,0.0,97.4,,,973.9,,,
306,,0.0,,160.6,,973.9,,,
307,,0.0,,,11.8,973.9,875.6,28,48.28
308,277.1,0.0,,,11.8,,,56,
309,,,97.4,160.6,,973.9,,100,
310,,0.0,,,8.9,,859.2,,
311,295.7,0.0,,171.5,,955.1,859.2,,
312,,0.0,,,,955.1,,,39.94
313,,,,171.5,,,,56,48.72
314,,0.0,95.6,,8.9,955.1,859.2,100,52.04
315,,,,,,1006.0,,,21.02
316,,,,146.1,,,,14,33.36
317,251.8,0.0,99.9,,12.4,1006.0,,,
318,251.8,0.0,99.9,146.1,,,,,
319,,,,,12.4,1006.0,899.8,,45.37
320,,,,158.1,,,889.0,,
321,,0.0,,,,987.8,889.0,,
322,249.1,0.0,,,12.8,987.8,889.0,,
323,249.1,0.0,98.8,,,987.8,889.0,,42.03
324,,0.0,,158.1,,,889.0,,
325,,0.0,98.8,146.3,14.2,,889.0,3,
326,252.3,0.0,,146.3,14.2,,889.0,14,
327,252.3,0.0,98.8,,,,889.0,,
328,252.3,,,146.3,,987.8,889.0,,55.83
329,252.3,0.0,,,,,,100,
330,,0.0,125.1,143.3,,1086.8,,,23.52
331,246.8,,125.1,,12.0,1086.8,,14,42.22
332,,,125.1,143.3,,,,,
333,,,125.1,,12.0,,,56,
334,246.8,,,143.3,12.0,,800.9,100,
335,275.1,,,159.5,9.9,1053.6,,3,23.8
336,,0.0,121.4,,,1053.6,777.5,14,38.77
337,,0.0,121.4,,9.9,,,,
338,,,,159.5,,,777.5,56,
339,,0.0,,159.5,,,,100,
340,,,,174.8,,,,3,21.91
341,297.2,0.0,,174.8,9.5,1022.8,,,36.99
342,297.2,0.0,117.5,174.8,,1022.8,753.5,,47.4
343,,,117.5,174.8,9.5,,753.5,,
344,,,,174.8,,1022.8,,,
345,,,174.7,,,,776.4,,
346,,,,154.8,,,,,
347,,,,154.8,10.2,1053.5,,,
348,213.7,0.0,,154.8,,1053.5,,56,46.64
349,,0.0,174.7,154.8,,1053.5,776.4,100,
350,,,,154.6,11.7,,775.5,,17.37
351,,0.0,174.2,,,,775.5,,33.7
352,213.5,0.0,,,,,,,
353,,,174.2,,,,,56,
354,213.5,,174.2,,11.7,1052.3,775.5,100,59.3
355,277.2,97.8,,160.7,,,,3,30.45
356,,,24.5,,,1061.7,,14,47.71
357,,97.8,,,11.2,,,28,
358,277.2,97.8,,160.7,,,,,66.82
359,277.2,97.8,,160.7,,,,,66.95
360,218.2,,123.8,140.8,11.9,,792.7,3,
361,,,123.8,140.8,11.9,1075.7,,,35.96
362,218.2,,,140.8,,,,,
363,,54.6,,,11.9,,,56,61.99
364,218.2,54.6,123.8,,,1075.7,792.7,100,63.53
365,,,,,,1014.3,,3,
366,,53.8,,155.6,9.6,,780.6,14,
367,214.9,,121.9,,9.6,1014.3,,28,52.2
368,214.9,,121.9,,9.6,1014.3,,56,53.96
369,,,,155.6,,,,100,
370,,,124.1,158.5,11.3,1078.7,,3,
371,218.9,0.0,,158.5,11.3,,794.9,14,
372,,,,158.5,,,794.9,,
373,218.9,,124.1,,11.3,,794.9,,
374,218.9,0.0,,,11.3,1078.7,,,
375,,,,214.6,0.0,1003.5,762.4,,
376,376.0,,0.0,,,,762.4,,
377,,0.0,,,,,762.4,,
378,376.0,0.0,0.0,214.6,,,762.4,,
379,,,0.0,214.6,,,,,
380,,0.0,,,4.0,,,,
381,,0.0,59.0,142.0,,1098.0,641.0,28,
382,,137.0,0.0,145.0,5.9,,,28,81.75
383,505.0,0.0,60.0,195.0,,,,28,64.02
384,451.0,,0.0,165.0,,,,28,78.8
385,,0.0,0.0,,,801.0,,,
386,520.0,,,170.0,5.2,855.0,,28,60.28
387,,0.0,,185.0,6.9,,,28,
388,520.0,0.0,,,5.2,870.0,805.0,,51.02
389,385.0,,136.0,158.0,20.0,,,28,55.55
390,500.1,0.0,0.0,,3.0,1124.4,,28,44.13
391,450.1,50.0,,200.0,3.0,,,28,39.38
392,397.0,,,,,967.0,633.0,,
393,,,163.0,,,996.0,652.0,28,47.28
394,334.0,,,,15.3,,633.0,,44.33
395,405.0,,,,0.0,1120.0,,28,
396,,200.0,,,0.0,1145.0,,,49.25
397,,,0.0,162.0,8.3,801.0,,28,41.37
398,,,,,5.7,,880.0,28,
399,160.0,128.0,,,,824.0,,,39.4
400,234.0,,0.0,,,981.0,760.0,,
401,,,,159.0,,,800.0,,
402,,,,,,1044.0,662.0,,
403,,190.0,,163.0,7.6,1031.0,685.0,28,53.58
404,,119.0,,,,,,28,
405,275.0,,,,,830.0,765.0,,
406,,,,151.0,,,655.0,,69.84
407,165.0,0.0,143.6,163.8,,1005.6,,3,
408,,128.5,,,,1005.8,746.6,3,19.42
409,178.0,129.8,,,3.6,1007.3,746.8,3,20.73
410,,129.9,128.6,,7.8,,,3,
411,172.4,13.6,172.4,,4.1,,,,21.29
412,173.5,,,,6.5,,,3,
413,167.0,,,,7.9,,770.1,3,
414,173.8,,,172.3,,1007.2,746.6,,15.82
415,,,,166.6,9.9,1079.0,798.9,,
416,250.0,,95.7,,5.3,,,,
417,,,174.2,159.2,11.7,1043.6,,,
418,194.7,0.0,,,,998.0,901.8,3,12.18
419,251.4,0.0,118.3,,5.8,,754.3,3,
420,,0.0,,163.8,,1005.6,900.9,,
421,165.0,,,,,,,14,33.09
422,178.0,,,179.9,3.6,,,14,
423,167.4,129.9,128.6,,,1006.3,,14,31.81
424,,13.6,172.4,,,1006.3,856.4,14,
425,173.5,,,164.8,,,793.5,14,
426,,,167.0,,7.9,1007.3,,,
427,173.8,,,,,1007.2,746.6,14,
428,190.3,0.0,,,9.9,,,,
429,250.0,,95.7,,5.3,,857.2,,24.66
430,,,174.2,,11.7,,,14,29.59
431,,,,170.2,,998.0,,,24.28
432,251.4,0.0,118.3,,,1043.6,,14,
433,,0.0,,163.8,,1005.6,900.9,,26.2
434,,,,,,1005.8,,28,46.39
435,,129.8,118.6,,,,,28,39.16
436,,129.9,,,,1006.3,746.6,,41.2
437,172.4,13.6,,,4.1,1006.3,856.4,,33.69
438,,50.1,,,,,793.5,28,
439,,,167.0,,7.9,1007.3,,28,
440,173.8,,159.9,172.3,,1007.2,,28,37.81
441,190.3,,125.2,166.6,9.9,,,,
442,250.0,0.0,,191.8,,948.9,857.2,28,
443,213.5,,,159.2,,,771.9,28,44.64
444,194.7,0.0,,,,998.0,901.8,28,37.27
445,,0.0,118.3,,5.8,1043.6,754.3,,
446,165.0,0.0,143.6,163.8,0.0,1005.6,,,
447,,,132.1,175.1,,,746.6,56,
448,,,118.6,,3.6,,,,
449,,,128.6,,,,,56,
450,172.4,,172.4,156.8,,,856.4,,35.85
451,,,,,,,,56,53.77
452,,75.4,,164.0,7.9,1007.3,,,
453,,,159.9,172.3,,1007.2,746.6,,
454,,,,166.6,9.9,1079.0,798.9,,
455,,,,191.8,,,,,39.64
456,213.5,0.0,,159.2,11.7,,771.9,56,
457,,0.0,100.5,,7.5,,901.8,56,43.39
458,251.4,,118.3,,5.8,,754.3,,39.27
459,165.0,0.0,143.6,,,1005.6,900.9,100,37.96
460,,,132.1,175.1,8.1,,,100,
461,178.0,129.8,118.6,179.9,,1007.3,,100,49.99
462,167.4,129.9,128.6,175.5,7.8,,746.6,,53.66
463,,13.6,,156.8,4.1,,856.4,,
464,,,173.5,,,,,100,
465,,75.4,,164.0,7.9,,,100,
466,173.8,,159.9,172.3,9.7,,746.6,,
467,,,,,9.9,1079.0,,,
468,,0.0,,,,,,100,
469,,0.0,174.2,,11.7,,,,52.96
470,,0.0,,,7.5,,,100,
471,251.4,0.0,118.3,,5.8,1043.6,,,
472,446.0,,79.0,,11.6,967.0,712.0,28,
473,446.0,,,,11.6,967.0,,28,
474,446.0,,,,,967.0,712.0,28,51.02
475,,,,162.0,,967.0,,,53.39
476,446.0,,79.0,162.0,11.6,,712.0,,
477,446.0,24.0,,,,967.0,,3,
478,,24.0,79.0,,11.6,967.0,712.0,,23.35
479,,,79.0,,,967.0,,7,
480,,24.0,,,11.6,967.0,712.0,,38.02
481,,24.0,79.0,,11.6,,,,
482,446.0,,,,11.6,,712.0,56,
483,446.0,,79.0,162.0,,967.0,,,56.14
484,,,79.0,162.0,,,712.0,,
485,446.0,24.0,,162.0,10.3,,712.0,56,54.77
486,,,94.0,157.0,14.3,938.0,,,50.24
487,,,,157.0,13.9,938.0,,,
488,,,94.0,,11.6,,,,46.68
489,387.0,,94.0,,14.3,938.0,,3,
490,387.0,20.0,94.0,157.0,13.9,938.0,,,
491,,,94.0,,11.6,938.0,845.0,,
492,,20.0,,,,938.0,,7,36.84
493,387.0,20.0,,157.0,13.9,,845.0,7,
494,387.0,20.0,94.0,157.0,,,845.0,7,
495,387.0,20.0,,157.0,14.3,938.0,845.0,,56.34
496,,20.0,,157.0,13.9,,845.0,56,47.97
497,,,94.0,,,,,,
498,,19.0,,145.0,,,871.0,28,44.03
499,,19.0,97.0,,12.3,967.0,871.0,,55.45
500,,,123.0,210.0,3.9,882.0,699.0,,
501,,,,,3.9,822.0,,28,57.92
502,491.0,,,,,,699.0,3,25.61
503,,,123.0,,3.9,882.0,699.0,7,33.49
504,491.0,26.0,,,,,699.0,,
505,491.0,,,,3.9,,,3,
506,491.0,26.0,123.0,201.0,,,,7,37.92
507,491.0,26.0,,201.0,3.9,822.0,699.0,,
508,,,132.0,178.0,,822.0,,,
509,,22.0,132.0,178.0,8.5,882.0,750.0,3,32.01
510,424.0,22.0,132.0,168.0,8.9,,750.0,28,
511,424.0,22.0,,,8.5,822.0,750.0,7,39.0
512,424.0,22.0,132.0,,,822.0,,,
513,,,132.0,168.0,8.9,,750.0,,
514,424.0,22.0,132.0,168.0,,822.0,750.0,7,40.29
515,424.0,22.0,,,8.9,,750.0,,
516,202.0,11.0,141.0,206.0,1.7,,,28,21.97
517,202.0,,141.0,206.0,1.7,942.0,,,
518,,11.0,,,1.7,942.0,,7,
519,,11.0,,206.0,1.7,942.0,801.0,56,23.25
520,,,,179.0,,842.0,,28,
521,284.0,,141.0,179.0,,,801.0,3,
522,284.0,15.0,141.0,179.0,5.5,842.0,801.0,,
523,284.0,15.0,141.0,,,,,56,
524,,,141.0,,,,801.0,,
525,359.0,19.0,,,10.9,942.0,,,59.49
526,,,,,10.9,,801.0,3,
527,359.0,19.0,,,10.9,,801.0,3,23.64
528,359.0,19.0,,154.0,10.9,942.0,,,
529,359.0,,,,10.9,,,,38.61
530,,19.0,,,,942.0,,56,68.75
531,359.0,,,,10.9,,,,66.78
532,436.0,,,218.0,0.0,,,,23.85
533,,0.0,0.0,192.0,,913.2,,90,
534,289.0,0.0,,,,,895.3,,
535,393.0,0.0,0.0,192.0,0.0,,,,19.2
536,,0.0,0.0,192.0,0.0,,,,48.85
537,,0.0,,192.0,,,785.6,28,39.6
538,480.0,0.0,,,,936.2,712.2,28,43.94
539,,,0.0,,0.0,,,,34.57
540,,,,,,936.2,712.2,,
541,480.0,0.0,,192.0,,936.2,712.2,3,24.4
542,333.0,,,,0.0,,,,15.62
543,255.0,0.0,,192.0,0.0,889.8,,90,
544,,,,192.0,,,,7,10.22
545,289.0,0.0,,192.0,,913.2,895.3,7,14.6
546,,,0.0,,0.0,,945.0,,18.75
547,333.0,0.0,,192.0,0.0,,,,
548,,0.0,0.0,192.0,,931.2,,,23.4
549,289.0,,,192.0,0.0,913.2,,28,25.57
550,333.0,0.0,,192.0,,931.2,842.6,,41.68
551,,0.0,,,,,785.6,,27.74
552,,0.0,,,0.0,889.8,945.0,,
553,158.8,,0.0,185.7,0.0,1040.6,,7,
554,,,,185.7,,,664.3,7,25.42
555,,,,185.7,,1040.6,734.3,,
556,181.9,272.8,,185.7,0.0,1012.4,714.3,,27.94
557,,,,,0.0,998.2,,,
558,,170.3,0.0,185.7,,1026.6,724.3,7,
559,,181.9,0.0,,,,,7,19.77
560,,359.4,,185.7,,941.6,,,39.44
561,220.8,,,185.7,,1055.0,744.3,28,
562,,0.0,0.0,,,,,28,
563,382.5,0.0,,,,1047.8,,7,24.07
564,210.7,316.1,,185.7,,977.0,689.3,7,21.82
565,158.8,238.2,,185.7,0.0,,,28,
566,,,0.0,,,1091.4,,,14.84
567,,170.3,0.0,,0.0,1026.6,,,
568,,,0.0,,,1076.2,,7,11.96
569,397.0,0.0,,185.7,0.0,1040.6,,,
570,,,0.0,185.7,,1104.6,784.3,,
571,295.8,,,185.7,,,769.3,,
572,228.0,342.1,0.0,185.7,,,,,39.7
573,220.8,147.2,,185.7,0.0,1055.0,,7,
574,316.1,210.7,,,,977.0,,28,
575,,,,,,1076.2,759.3,,
576,238.1,0.0,0.0,,0.0,1118.8,,28,
577,,0.0,0.0,,0.0,1069.2,754.3,7,
578,,203.5,0.0,,0.0,,,28,18.2
579,,,,185.7,0.0,998.2,704.3,7,17.2
580,,135.7,0.0,,,1076.2,759.3,28,22.63
581,290.2,,,185.7,0.0,,704.3,7,
582,,,0.0,,,1012.4,714.3,,
583,,155.5,0.0,,,1026.6,724.3,,25.73
