ID,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,mpg
200,6.0,,110.0,3645.0,16.2,,1,
201,6.0,258.0,95.0,3193.0,17.8,76,1,17.5
202,4.0,97.0,71.0,1825.0,,,2,29.5
203,,,70.0,1990.0,17.0,76,3,32.0
204,4.0,,75.0,2155.0,,,,28.0
205,4.0,140.0,72.0,2565.0,,76,1,26.5
206,4.0,130.0,102.0,3150.0,15.7,,2,20.0
207,8.0,,150.0,3940.0,13.2,76,,13.0
208,,120.0,88.0,3270.0,21.9,76,,19.0
209,6.0,156.0,,2930.0,15.5,76,,19.0
210,6.0,168.0,120.0,3820.0,16.7,76,,16.5
211,,350.0,180.0,4380.0,12.1,,1,16.5
212,8.0,350.0,,4055.0,12.0,,1,
213,,302.0,130.0,3870.0,15.0,76,1,13.0
214,8.0,318.0,150.0,,14.0,,1,13.0
215,,,,,18.5,77,3,31.5
216,,111.0,80.0,2155.0,,77,1,
217,,,58.0,,,77,2,
218,,122.0,96.0,2300.0,15.5,77,,
219,,85.0,,1945.0,16.8,77,,
220,,,145.0,,12.5,77,1,
221,,260.0,110.0,,19.0,77,,17.0
222,8.0,318.0,145.0,,13.7,77,,15.5
223,,302.0,130.0,,14.9,,,
224,6.0,250.0,110.0,3520.0,,,,17.5
225,6.0,231.0,105.0,,,,1,20.5
226,6.0,225.0,,3630.0,17.7,77,1,19.0
227,6.0,250.0,98.0,3525.0,,77,1,
228,8.0,400.0,180.0,4220.0,11.1,77,1,
229,,,170.0,,11.4,77,1,15.5
230,8.0,,190.0,4325.0,12.2,77,1,
231,,351.0,149.0,4335.0,,77,,16.0
232,4.0,97.0,78.0,1940.0,14.5,,2,
233,4.0,,,2740.0,16.0,77,,24.5
234,,97.0,75.0,2265.0,18.2,,3,26.0
235,,140.0,,2755.0,15.8,,1,
236,,98.0,63.0,,17.0,,1,
237,4.0,,,2075.0,15.9,77,1,33.5
238,,97.0,67.0,,,77,,30.0
239,4.0,97.0,,2190.0,14.1,77,,30.5
240,,146.0,97.0,2815.0,14.5,,3,22.0
241,,,110.0,2600.0,12.8,,,21.5
242,3.0,,,2720.0,13.5,77,3,
243,4.0,90.0,48.0,1985.0,21.5,,2,43.1
244,4.0,98.0,,1800.0,14.4,78,,
245,4.0,,52.0,,19.4,,,32.8
246,,85.0,,2070.0,18.6,,3,39.4
247,4.0,91.0,,,,78,3,36.1
248,8.0,260.0,,,15.5,78,1,
249,,318.0,,,13.2,,1,19.4
250,8.0,,,3570.0,,78,1,
251,6.0,231.0,105.0,,,78,,19.2
252,6.0,,95.0,,18.2,78,,20.5
253,,,85.0,,15.8,,1,20.2
254,4.0,140.0,,2720.0,15.4,78,1,25.1
255,6.0,,,,17.2,,1,
256,,232.0,90.0,,17.2,,1,19.4
257,6.0,231.0,,3380.0,15.8,78,1,
258,6.0,200.0,,,16.7,,1,
259,,225.0,110.0,3620.0,,78,1,18.6
260,6.0,258.0,120.0,,15.1,,1,18.1
261,,305.0,,3425.0,13.2,78,1,19.2
262,6.0,231.0,,3445.0,13.4,,1,17.7
263,8.0,,139.0,,11.2,78,,18.1
264,,318.0,140.0,4080.0,13.7,,1,
265,4.0,98.0,68.0,,16.5,,1,
266,,134.0,95.0,2560.0,,78,3,27.5
267,4.0,,97.0,2300.0,14.7,,3,
268,4.0,105.0,75.0,2230.0,14.5,,,30.9
269,4.0,,,2515.0,14.8,,,21.1
270,4.0,156.0,,2745.0,,78,1,23.2
271,4.0,151.0,,2855.0,17.6,,,23.8
272,4.0,119.0,97.0,2405.0,,,,
273,5.0,,103.0,2830.0,15.9,78,,
274,,163.0,,3140.0,,78,,
275,4.0,121.0,,,15.7,,2,
276,,163.0,,3410.0,15.8,78,,16.2
277,4.0,,,1990.0,,,2,31.5
278,,98.0,,2135.0,,78,,29.5
279,6.0,,,3245.0,15.4,,,
280,6.0,,85.0,2990.0,,,1,19.8
281,,140.0,,2890.0,,79,,22.3
282,6.0,232.0,,3265.0,,,,20.2
283,6.0,,110.0,3360.0,16.6,79,1,20.6
284,,305.0,130.0,3840.0,15.4,79,1,
285,,,129.0,,13.4,79,1,17.6
286,8.0,351.0,138.0,3955.0,13.2,,1,16.5
287,,318.0,135.0,3830.0,,79,1,18.2
288,8.0,350.0,155.0,4360.0,14.9,,,16.9
289,,351.0,,,14.3,79,1,15.5
290,,267.0,125.0,,,,,19.2
291,,360.0,150.0,3940.0,13.0,79,1,18.5
292,4.0,89.0,71.0,,,,,
293,,86.0,65.0,1975.0,15.2,79,3,
294,4.0,98.0,,1915.0,,79,,
295,4.0,,80.0,2670.0,,79,1,
296,5.0,183.0,,3530.0,,79,2,
297,,,125.0,,17.4,79,1,23.0
298,4.0,,71.0,,,,,
299,8.0,260.0,90.0,3420.0,22.2,,1,23.9
300,4.0,,,,13.2,79,1,34.2
301,,105.0,,2150.0,14.9,79,,
302,4.0,85.0,65.0,2020.0,19.2,,3,31.8
303,,91.0,69.0,,14.7,79,,
304,,151.0,90.0,2670.0,16.0,,,28.4
305,,,,,11.3,79,1,28.8
306,6.0,173.0,115.0,2700.0,,,1,
307,4.0,,90.0,2556.0,13.2,79,,
308,4.0,,,2144.0,14.7,80,2,41.5
309,,,60.0,1968.0,,80,,38.1
310,,98.0,,,,80,1,32.1
311,,86.0,,2019.0,,,,37.2
312,,,90.0,2678.0,,80,1,28.0
313,,140.0,,,18.1,80,1,26.4
314,,151.0,90.0,,20.1,80,1,
315,6.0,225.0,90.0,,,,,19.1
316,4.0,97.0,78.0,,,,,34.3
317,4.0,,,2711.0,,,,
318,4.0,,75.0,,17.5,80,3,31.3
319,4.0,119.0,,,15.0,,3,37.0
320,4.0,,,,,80,,32.2
321,4.0,,65.0,2110.0,17.9,80,,46.6
322,,156.0,,2800.0,,80,,27.9
323,,85.0,65.0,2110.0,19.2,,,40.8
324,,,48.0,2085.0,21.7,,,
325,4.0,90.0,,2335.0,,,2,
326,5.0,,,2950.0,,,,36.4
327,4.0,,,3250.0,,,2,30.0
328,,91.0,67.0,1850.0,13.8,80,,44.6
329,4.0,,67.0,2145.0,18.0,,3,
330,,,62.0,1845.0,15.3,80,2,
331,6.0,,132.0,,11.4,80,,32.7
332,,,100.0,2420.0,,,,
333,4.0,,88.0,2500.0,15.1,80,,
334,,107.0,72.0,,17.0,80,,32.4
335,4.0,135.0,,,15.7,81,,
336,,151.0,84.0,2635.0,16.4,,,
337,,156.0,92.0,,,,1,
338,,173.0,110.0,,,,1,23.5
339,,,,2385.0,,,,30.0
340,4.0,,58.0,,16.9,,,
341,,86.0,,,16.4,81,1,39.0
342,4.0,81.0,60.0,,,81,,
343,,,,,17.8,81,,32.3
344,4.0,,65.0,,19.4,,,37.0
345,4.0,,,,17.3,81,,37.7
346,,91.0,,,,,3,
347,,105.0,,,14.9,81,,
348,4.0,,,,16.2,81,1,
349,4.0,,,2380.0,20.7,81,1,
350,,,,,14.2,,,33.0
351,,,,2210.0,,,,33.7
352,4.0,108.0,75.0,2350.0,,81,3,
353,,,100.0,2615.0,14.8,81,,
354,,,74.0,,,,,31.6
355,4.0,,80.0,,,,,28.1
356,,145.0,,3160.0,19.6,,2,
357,,168.0,116.0,,,81,3,25.4
358,,146.0,120.0,2930.0,,,,
359,6.0,,,3415.0,15.8,,1,
360,8.0,,105.0,,,81,,
361,,200.0,88.0,3060.0,17.1,,1,20.2
362,6.0,225.0,85.0,,16.6,81,,17.6
363,,112.0,88.0,2605.0,19.6,,,
364,,,,2640.0,,,1,
365,4.0,,88.0,,18.0,82,,
366,,,85.0,,,,1,31.0
367,,135.0,,,16.0,,1,
368,,151.0,90.0,,18.0,82,,
369,4.0,140.0,,,,,,
370,,105.0,,1980.0,,,2,
371,4.0,,,2025.0,18.2,,3,37.0
372,4.0,91.0,,,17.6,82,3,
373,4.0,105.0,,2125.0,14.7,,,38.0
374,4.0,98.0,70.0,,17.3,82,,36.0
375,,,,2160.0,,,,36.0
376,,107.0,75.0,,,,3,
377,,,,2245.0,,82,,
378,4.0,,,,15.0,82,,
379,,91.0,67.0,1965.0,,,3,32.0
380,4.0,,67.0,,16.2,82,,38.0
381,,,110.0,2945.0,16.4,,,
382,,,,,17.0,,1,
383,,156.0,,,14.5,,,
384,,,112.0,,,,1,
385,,,,,,,,32.0
386,4.0,,,,13.0,82,1,
387,,151.0,,2950.0,17.3,82,,27.0
388,4.0,,86.0,2790.0,15.6,,1,
389,,97.0,52.0,,24.6,,2,
390,4.0,,,,,82,,32.0
391,,120.0,,,,,,
392,4.0,,,2720.0,,,,
