ID,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,mpg
189,8.0,351.0,152.0,4215.0,12.8,76,1,
190,6.0,225.0,100.0,3233.0,15.4,76,1,22.0
191,6.0,250.0,105.0,3353.0,14.5,76,1,22.0
192,6.0,200.0,81.0,3012.0,17.6,76,,24.0
193,6.0,232.0,90.0,3085.0,17.6,76,1,22.5
194,4.0,85.0,52.0,2035.0,22.2,76,1,29.0
195,4.0,98.0,60.0,2164.0,22.1,76,1,24.5
196,4.0,90.0,70.0,1937.0,14.2,76,2,29.0
197,4.0,91.0,53.0,1795.0,,76,3,
198,6.0,225.0,100.0,3651.0,17.7,76,1,20.0
199,6.0,250.0,78.0,3574.0,21.0,76,1,18.0
200,6.0,250.0,110.0,3645.0,16.2,76,1,18.5
201,6.0,258.0,95.0,3193.0,17.8,76,1,17.5
202,4.0,97.0,71.0,1825.0,,76,2,29.5
203,4.0,,70.0,1990.0,17.0,76,3,32.0
204,4.0,,75.0,2155.0,16.4,76,3,28.0
205,4.0,140.0,72.0,2565.0,13.6,76,1,26.5
206,4.0,130.0,102.0,3150.0,15.7,76,2,20.0
207,8.0,318.0,150.0,3940.0,13.2,76,1,13.0
208,4.0,120.0,88.0,3270.0,21.9,76,,19.0
209,6.0,156.0,108.0,2930.0,15.5,76,,19.0
210,6.0,168.0,120.0,3820.0,16.7,76,,16.5
211,8.0,350.0,180.0,4380.0,12.1,76,1,16.5
212,8.0,350.0,145.0,4055.0,12.0,76,1,
213,8.0,302.0,130.0,3870.0,15.0,76,1,13.0
214,8.0,318.0,150.0,3755.0,14.0,76,1,13.0
215,4.0,,68.0,2045.0,18.5,77,3,31.5
216,,111.0,80.0,2155.0,,77,1,30.0
217,,79.0,58.0,1825.0,18.6,77,2,36.0
218,,122.0,96.0,2300.0,15.5,77,1,25.5
219,,85.0,,1945.0,16.8,77,3,33.5
220,8.0,305.0,145.0,,12.5,77,1,17.5
221,8.0,260.0,110.0,4060.0,19.0,77,,17.0
222,8.0,318.0,145.0,4140.0,13.7,77,,15.5
223,8.0,302.0,130.0,4295.0,14.9,,1,
224,6.0,250.0,110.0,3520.0,,,1,17.5
225,6.0,231.0,105.0,,,,1,20.5
226,6.0,225.0,100.0,3630.0,17.7,77,1,19.0
227,6.0,250.0,98.0,3525.0,,77,1,18.5
228,8.0,400.0,180.0,4220.0,11.1,77,1,
229,8.0,,170.0,4165.0,11.4,77,1,15.5
230,8.0,400.0,190.0,4325.0,12.2,77,1,15.5
231,,351.0,149.0,4335.0,14.5,77,,16.0
232,4.0,97.0,78.0,1940.0,14.5,77,2,29.0
233,4.0,151.0,88.0,2740.0,16.0,77,1,24.5
234,4.0,97.0,75.0,2265.0,18.2,77,3,26.0
235,4.0,140.0,89.0,2755.0,15.8,,1,
236,4.0,98.0,63.0,,17.0,77,1,30.5
237,4.0,,83.0,2075.0,15.9,77,1,33.5
238,4.0,97.0,67.0,1985.0,16.4,77,3,30.0
239,4.0,97.0,78.0,2190.0,14.1,77,2,30.5
240,6.0,146.0,97.0,2815.0,14.5,77,3,22.0
241,4.0,,110.0,2600.0,12.8,,2,21.5
242,3.0,,110.0,2720.0,13.5,77,3,
243,4.0,90.0,48.0,1985.0,21.5,78,2,43.1
244,4.0,98.0,66.0,1800.0,14.4,78,1,
245,4.0,,52.0,1985.0,19.4,,3,32.8
246,4.0,85.0,70.0,2070.0,18.6,78,3,39.4
247,4.0,91.0,60.0,1800.0,,78,3,36.1
248,8.0,260.0,110.0,3365.0,15.5,78,1,
249,8.0,318.0,,3735.0,13.2,78,1,19.4
250,8.0,302.0,139.0,3570.0,12.8,78,1,20.2
251,6.0,231.0,105.0,3535.0,19.2,78,1,19.2
252,6.0,200.0,95.0,3155.0,18.2,78,,20.5
253,6.0,200.0,85.0,,15.8,,1,20.2
254,4.0,140.0,88.0,2720.0,15.4,78,1,25.1
255,6.0,,100.0,3430.0,17.2,78,1,20.5
256,6.0,232.0,90.0,3210.0,17.2,78,1,19.4
257,6.0,231.0,105.0,3380.0,15.8,78,1,20.6
258,6.0,200.0,,3070.0,16.7,,1,
259,6.0,225.0,110.0,3620.0,18.7,78,1,18.6
260,6.0,258.0,120.0,,15.1,,1,18.1
261,8.0,305.0,145.0,3425.0,13.2,78,1,19.2
262,6.0,231.0,165.0,3445.0,13.4,78,1,17.7
263,8.0,302.0,139.0,3205.0,11.2,78,1,18.1
264,8.0,318.0,140.0,4080.0,13.7,78,1,17.5
265,4.0,98.0,68.0,2155.0,16.5,78,1,30.0
266,4.0,134.0,95.0,2560.0,14.2,78,3,27.5
267,4.0,,97.0,2300.0,14.7,78,3,27.2
268,4.0,105.0,75.0,2230.0,14.5,78,1,30.9
269,4.0,134.0,95.0,2515.0,14.8,78,,21.1
270,4.0,156.0,105.0,2745.0,16.7,78,1,23.2
271,4.0,151.0,85.0,2855.0,17.6,78,1,23.8
272,4.0,119.0,97.0,2405.0,14.9,78,3,23.9
273,5.0,131.0,103.0,2830.0,15.9,78,2,
274,6.0,163.0,125.0,3140.0,13.6,78,,
275,4.0,121.0,115.0,,15.7,78,2,
276,,163.0,133.0,3410.0,15.8,78,2,16.2
277,4.0,89.0,71.0,1990.0,14.9,78,2,31.5
278,,98.0,68.0,2135.0,,78,3,29.5
279,6.0,231.0,115.0,3245.0,15.4,,1,21.5
280,6.0,200.0,85.0,2990.0,,79,1,19.8
281,,140.0,,2890.0,,79,1,22.3
282,6.0,232.0,90.0,3265.0,18.2,79,1,20.2
283,6.0,225.0,110.0,3360.0,16.6,79,1,20.6
284,,305.0,130.0,3840.0,15.4,79,1,17.0
285,8.0,302.0,129.0,3725.0,13.4,79,1,17.6
286,8.0,351.0,138.0,3955.0,13.2,79,1,16.5
287,8.0,318.0,135.0,3830.0,15.2,79,1,18.2
288,8.0,350.0,155.0,4360.0,14.9,79,1,16.9
289,8.0,351.0,142.0,4054.0,14.3,79,1,15.5
290,,267.0,125.0,3605.0,15.0,,,19.2
291,8.0,360.0,150.0,3940.0,13.0,79,1,18.5
292,4.0,89.0,71.0,,14.0,79,2,31.9
293,4.0,86.0,65.0,1975.0,15.2,79,3,34.1
294,4.0,98.0,80.0,1915.0,14.4,79,,35.7
295,4.0,121.0,80.0,2670.0,,79,1,27.4
296,5.0,183.0,,3530.0,20.1,79,2,25.4
297,8.0,350.0,125.0,3900.0,17.4,79,1,23.0
298,4.0,141.0,71.0,3190.0,24.8,,2,
299,8.0,260.0,90.0,3420.0,22.2,79,1,23.9
300,4.0,,70.0,2200.0,13.2,79,1,34.2
301,4.0,105.0,70.0,2150.0,14.9,79,1,34.5
302,4.0,85.0,65.0,2020.0,19.2,79,3,31.8
303,4.0,91.0,69.0,2130.0,14.7,79,2,37.3
304,4.0,151.0,90.0,2670.0,16.0,79,1,28.4
305,6.0,173.0,115.0,,11.3,79,1,28.8
306,6.0,173.0,115.0,2700.0,12.9,79,1,26.8
307,4.0,151.0,90.0,2556.0,13.2,79,1,33.5
308,4.0,98.0,,2144.0,14.7,80,2,41.5
309,,89.0,60.0,1968.0,18.8,80,3,38.1
310,4.0,98.0,70.0,2120.0,15.5,80,1,32.1
311,4.0,86.0,65.0,2019.0,16.4,80,3,37.2
312,,151.0,90.0,2678.0,16.5,80,1,28.0
313,4.0,140.0,,2870.0,18.1,80,1,26.4
314,,151.0,90.0,,20.1,80,1,
315,6.0,225.0,90.0,3381.0,18.7,80,1,19.1
316,4.0,97.0,78.0,,,,2,34.3
317,4.0,,,2711.0,15.5,80,3,
318,4.0,,75.0,2542.0,17.5,80,3,31.3
319,4.0,119.0,92.0,2434.0,15.0,,3,37.0
320,4.0,108.0,75.0,2265.0,15.2,80,3,32.2
321,4.0,86.0,65.0,2110.0,17.9,80,,46.6
322,4.0,156.0,105.0,2800.0,14.4,80,1,27.9
323,,85.0,65.0,2110.0,19.2,80,3,40.8
324,,90.0,48.0,2085.0,21.7,80,,44.3
325,4.0,90.0,48.0,2335.0,,80,2,43.4
326,5.0,121.0,67.0,2950.0,19.9,80,2,36.4
327,4.0,146.0,67.0,3250.0,21.8,80,2,30.0
328,4.0,91.0,67.0,1850.0,13.8,80,3,44.6
329,4.0,97.0,67.0,2145.0,18.0,,3,33.8
330,4.0,89.0,62.0,1845.0,15.3,80,2,29.8
331,6.0,168.0,132.0,2910.0,11.4,80,3,32.7
332,,70.0,100.0,2420.0,,,3,
333,4.0,122.0,88.0,2500.0,15.1,80,2,35.0
334,4.0,107.0,72.0,2290.0,17.0,80,3,32.4
335,4.0,135.0,,2490.0,15.7,81,1,
336,4.0,151.0,84.0,2635.0,16.4,81,1,
337,4.0,156.0,92.0,2620.0,14.4,81,1,25.8
338,6.0,173.0,110.0,2725.0,12.6,81,1,23.5
339,4.0,,,2385.0,12.9,81,1,30.0
340,4.0,79.0,58.0,1755.0,16.9,,3,39.1
341,4.0,86.0,64.0,,16.4,81,1,39.0
342,4.0,81.0,60.0,1760.0,16.1,81,3,35.1
343,4.0,,67.0,2065.0,17.8,81,,32.3
344,4.0,85.0,65.0,1975.0,19.4,81,3,37.0
345,4.0,89.0,62.0,2050.0,17.3,81,3,37.7
346,4.0,91.0,68.0,1985.0,16.0,,3,34.1
347,,105.0,63.0,,14.9,81,1,
348,4.0,,65.0,,16.2,81,1,
349,4.0,98.0,65.0,2380.0,20.7,81,1,
350,,,74.0,2190.0,14.2,,,33.0
351,4.0,107.0,75.0,2210.0,14.4,81,3,33.7
352,4.0,108.0,75.0,2350.0,16.8,81,3,32.4
353,,119.0,100.0,2615.0,14.8,81,3,
354,4.0,120.0,74.0,2635.0,18.3,81,,31.6
355,4.0,141.0,80.0,3230.0,20.4,81,2,28.1
356,6.0,145.0,76.0,3160.0,19.6,81,2,30.7
357,,168.0,116.0,2900.0,12.6,81,3,25.4
358,6.0,146.0,120.0,2930.0,13.8,81,,24.2
359,6.0,231.0,110.0,3415.0,15.8,81,1,22.4
360,8.0,350.0,105.0,3725.0,19.0,81,1,26.6
361,6.0,200.0,88.0,3060.0,17.1,,1,20.2
362,6.0,225.0,85.0,3465.0,16.6,81,1,17.6
363,4.0,112.0,88.0,2605.0,19.6,82,1,28.0
364,4.0,112.0,88.0,2640.0,18.6,,1,27.0
365,4.0,112.0,88.0,,18.0,82,1,34.0
366,4.0,112.0,85.0,2575.0,,82,1,31.0
367,,135.0,84.0,2525.0,16.0,82,1,29.0
368,4.0,151.0,90.0,2735.0,18.0,82,1,
369,4.0,140.0,92.0,,16.4,,1,24.0
370,4.0,105.0,74.0,1980.0,15.3,82,2,
371,4.0,91.0,68.0,2025.0,18.2,82,3,37.0
372,4.0,91.0,68.0,1970.0,17.6,82,3,31.0
373,4.0,105.0,63.0,2125.0,14.7,,1,38.0
374,4.0,98.0,70.0,2125.0,17.3,82,,36.0
375,4.0,,88.0,2160.0,14.5,,,36.0
376,,107.0,75.0,2205.0,,82,3,36.0
377,4.0,,70.0,2245.0,16.9,82,3,34.0
378,4.0,91.0,67.0,1965.0,15.0,82,3,38.0
379,,91.0,67.0,1965.0,15.7,,3,32.0
380,4.0,91.0,67.0,1995.0,16.2,82,,38.0
381,6.0,,110.0,2945.0,16.4,,1,25.0
382,6.0,262.0,85.0,3015.0,17.0,82,1,38.0
383,4.0,156.0,92.0,2585.0,14.5,82,,26.0
384,6.0,232.0,112.0,2835.0,,82,1,
385,4.0,144.0,96.0,,13.9,82,3,32.0
386,4.0,135.0,84.0,2370.0,13.0,82,1,36.0
387,4.0,151.0,90.0,2950.0,17.3,82,1,27.0
388,4.0,140.0,86.0,2790.0,15.6,82,1,27.0
389,4.0,97.0,52.0,2130.0,24.6,82,2,44.0
390,4.0,135.0,84.0,2295.0,11.6,82,1,32.0
391,4.0,120.0,,2625.0,18.6,82,1,28.0
392,4.0,119.0,82.0,2720.0,19.4,82,1,31.0
