ID,IncomeLevel,UrbanType,EducationLevel,CrimeLevel,RegionCode,medIncome,PctUnemployed,PctFam2Par,PctPopUnderPov,ViolentCrimesPerPop
40,1,1,1,,2,0.58,0.16,0.75,0.02,0.07
41,3,1,2,2,2,0.37,0.51,0.72,0.1,0.11
42,,3,3,4,2,0.32,0.33,0.67,0.17,0.06
43,2,3,3,1,4,0.16,,0.3,0.54,0.8
44,1,3,1,3,6,0.56,0.27,0.68,0.17,0.22
45,1,3,1,3,2,0.78,0.18,0.93,0.07,0.17
46,4,3,1,3,6,0.25,0.34,0.7,0.44,0.16
47,,2,,3,2,0.47,0.32,0.72,0.18,
48,2,1,3,,5,0.18,,0.64,,0.12
49,3,3,1,2,6,0.37,0.26,0.62,0.18,0.11
50,4,1,3,2,2,0.23,0.47,0.57,0.34,0.12
51,4,3,,3,1,0.24,,0.44,0.43,0.2
52,,3,,1,6,,0.44,,0.31,0.68
53,3,3,3,3,,,0.23,0.65,0.13,0.23
54,1,3,1,4,,0.79,0.24,,0.05,0.05
55,4,3,2,2,1,0.23,0.53,0.59,0.43,0.1
56,2,1,3,3,5,0.13,0.65,0.57,0.61,
57,1,3,1,,6,0.5,0.25,0.62,0.16,0.22
58,2,1,2,,6,0.17,0.44,0.46,0.43,0.22
59,3,3,1,1,4,0.34,,0.58,0.3,0.55
60,3,3,2,4,2,0.43,0.22,0.66,0.1,0.05
61,1,3,1,4,2,0.52,0.2,0.81,0.08,0.03
62,4,1,3,4,4,0.23,0.18,0.55,0.3,0.07
63,2,1,3,4,6,0.16,,0.57,0.5,0.07
64,4,1,3,1,5,0.24,,0.52,0.46,0.57
65,2,1,2,1,6,0.18,0.74,0.45,0.44,
66,1,3,1,,6,,0.08,,0.09,
67,4,3,3,1,4,0.24,0.31,0.42,0.37,0.61
68,1,3,1,4,2,0.74,0.21,0.81,0.08,0.03
69,4,,2,1,2,0.28,0.75,0.42,0.4,
70,4,1,3,4,2,0.22,0.23,0.59,0.25,0.05
71,1,,1,4,1,0.91,0.07,0.95,0.04,0.04
72,,1,1,3,,0.48,0.2,0.69,0.1,0.21
73,,3,1,,1,0.27,0.29,0.69,0.44,0.05
74,1,1,1,4,2,0.73,0.18,0.86,0.06,0.02
75,3,3,3,,2,0.41,0.3,0.56,0.18,0.14
76,4,3,,3,2,0.26,0.51,0.44,0.24,0.18
77,,3,2,2,5,0.23,0.51,0.53,0.39,0.12
78,,3,,1,5,0.11,0.89,0.36,0.75,0.68
79,2,3,3,1,6,0.15,0.62,0.42,0.57,0.7
80,3,,1,1,6,0.36,0.26,0.56,,0.75
81,3,3,1,3,2,0.41,0.4,0.47,0.28,0.3
82,,3,3,3,6,0.2,0.54,0.51,0.44,
83,2,1,3,1,5,0.15,0.33,0.65,0.52,1.0
84,3,3,1,4,1,0.4,0.23,0.96,0.09,0.0
85,2,1,1,4,1,0.08,0.43,0.54,0.82,0.03
86,2,,3,4,1,0.14,0.32,0.66,0.31,0.06
87,4,1,3,2,,0.28,0.15,,0.2,0.08
88,3,3,1,2,6,0.35,0.12,0.76,0.11,0.1
89,2,1,2,3,6,0.15,0.71,0.52,0.49,
90,,3,,,,0.26,0.3,0.67,0.19,
91,4,1,1,1,4,0.27,0.12,0.66,0.27,0.63
92,3,3,1,4,3,0.41,0.16,0.66,0.24,0.05
93,,2,1,4,2,0.65,0.21,,0.11,0.03
94,3,3,3,2,6,0.34,0.18,0.65,0.09,0.12
95,3,3,1,,6,0.4,0.31,0.62,0.22,0.4
96,,,1,1,2,,0.49,0.58,0.19,0.37
97,2,1,3,1,,0.17,0.56,0.41,,0.45
98,4,1,1,4,1,0.21,0.23,0.79,0.64,0.04
99,1,2,,2,2,,0.35,0.87,0.03,0.09
100,,3,,2,,0.33,,0.57,0.23,0.09
101,4,3,3,1,5,0.21,0.61,0.59,0.42,0.39
102,3,3,3,4,2,0.34,0.52,0.72,0.12,0.02
103,4,3,3,1,4,0.26,0.37,0.54,0.28,0.34
104,4,3,3,,5,0.22,0.42,,0.44,0.28
105,2,,1,2,,0.16,0.07,0.68,0.31,
106,2,1,2,1,3,,,0.22,0.99,
107,4,3,1,3,6,0.24,0.34,0.55,0.73,0.24
108,1,3,1,2,2,,,,,0.09
109,2,1,3,3,,0.16,0.53,0.62,0.58,0.26
110,2,,1,1,5,0.17,,0.45,0.53,0.4
111,4,3,3,1,4,0.28,,0.45,0.24,0.56
112,3,3,3,4,,0.34,0.15,0.85,0.09,0.05
113,1,3,1,4,2,0.64,0.26,0.86,0.09,0.06
114,1,3,1,3,6,0.54,0.24,0.59,0.15,
115,2,3,3,1,6,0.16,0.8,0.36,0.43,0.51
116,1,1,1,4,2,1.0,0.12,1.0,0.07,0.04
117,4,3,3,1,6,0.3,0.68,0.28,0.43,0.86
118,1,3,1,4,2,0.6,0.09,0.87,0.09,
119,3,,1,4,4,0.35,0.22,0.66,0.17,0.06
120,3,3,1,1,6,,0.27,0.52,0.24,
121,3,3,1,3,4,0.42,0.26,,0.19,0.22
122,1,,1,4,2,0.77,0.19,0.86,0.02,0.05
123,1,3,1,4,1,,0.13,0.86,0.08,0.03
124,3,,1,2,4,0.49,0.11,0.78,0.08,0.09
125,4,1,1,3,,0.32,0.4,0.62,0.2,0.17
126,3,3,3,3,1,0.38,0.41,0.73,0.19,0.17
127,3,3,1,3,2,0.43,0.06,0.74,,0.17
128,3,3,1,,6,0.36,,0.61,0.3,0.14
129,4,,2,1,6,0.27,0.75,0.55,,0.62
130,4,1,,4,1,0.27,,0.7,0.19,0.03
131,2,1,3,3,,0.09,0.86,0.2,0.85,0.23
132,3,1,,2,2,0.45,0.19,0.75,0.24,0.15
133,2,1,3,2,6,0.15,0.4,,,0.13
134,1,3,3,,6,0.59,0.25,0.79,0.09,0.27
135,3,3,1,2,2,0.47,0.26,0.76,0.11,0.08
136,1,,1,4,2,0.54,0.34,0.83,0.04,0.06
137,1,2,1,2,2,0.64,0.21,0.89,0.08,
138,1,3,1,3,6,0.51,0.16,0.51,0.14,0.16
139,2,1,3,1,,0.15,0.49,0.52,,0.38
140,1,,1,4,6,1.0,0.13,0.92,0.05,0.02
141,1,3,,2,6,0.58,0.22,0.8,0.12,0.08
142,1,3,,2,2,0.54,0.39,0.82,0.09,0.09
143,2,,3,3,4,0.17,0.55,0.34,0.61,0.3
144,1,1,1,4,2,0.65,0.28,0.93,0.06,0.05
145,3,3,,3,6,0.33,0.35,0.6,0.26,
146,4,3,3,1,2,0.29,0.73,0.39,0.47,
147,2,3,1,1,3,0.17,0.62,0.3,0.7,1.0
148,2,1,3,4,2,0.16,0.46,0.54,,0.05
149,4,1,3,1,4,0.23,0.38,0.37,0.43,0.63
150,4,1,3,1,4,0.23,0.31,0.47,0.47,1.0
151,2,3,3,3,,0.2,0.5,0.63,0.49,0.21
152,4,3,1,1,4,0.21,0.47,0.39,0.49,0.86
153,3,3,1,4,1,0.34,0.34,0.76,0.19,0.03
154,3,3,1,3,2,0.48,0.32,,0.08,0.26
155,,1,3,1,4,0.12,0.53,0.19,0.66,0.87
156,4,3,3,1,2,0.25,,0.34,0.45,0.44
157,,3,1,4,6,0.88,0.07,0.84,0.1,0.03
158,2,1,3,1,4,0.11,0.51,0.13,0.64,
159,4,3,1,1,4,0.25,0.27,0.45,0.27,0.48
160,3,1,3,4,5,0.35,0.2,0.78,0.22,0.06
161,2,1,,4,1,0.12,0.42,0.59,0.59,0.07
162,1,3,1,4,2,0.53,0.22,0.73,0.08,0.03
163,1,,1,3,2,0.55,0.42,0.77,0.09,0.17
164,1,3,1,2,2,0.56,0.32,0.74,0.11,0.11
165,,3,1,4,2,0.61,,0.91,0.05,0.05
166,1,3,,3,6,0.64,0.16,0.75,0.13,
167,2,1,1,4,4,0.12,0.43,0.7,1.0,0.05
168,4,1,3,2,5,0.22,0.3,0.64,0.4,0.15
169,4,1,1,,4,0.21,0.23,0.31,0.41,0.46
170,2,,3,1,1,0.19,0.52,0.53,0.41,0.45
171,2,3,1,3,4,0.11,0.73,0.47,,0.23
172,3,1,1,2,2,0.46,0.27,0.81,0.09,0.08
173,4,1,2,2,1,,0.42,0.65,0.3,0.08
174,2,3,3,3,5,0.12,0.88,0.52,0.9,0.2
175,4,3,,1,,0.28,0.62,0.36,0.42,0.73
176,1,,1,3,2,,0.27,0.79,0.07,0.17
177,1,3,1,4,2,0.54,0.06,,0.04,0.07
178,4,3,1,1,,0.29,,0.25,,0.83
179,4,1,3,,6,0.22,0.48,,0.36,0.1
180,4,3,1,3,5,0.27,0.18,0.6,,0.25
181,2,1,2,,1,0.18,,0.39,0.4,0.12
182,2,1,1,3,,0.13,0.77,0.46,0.64,0.25
183,,1,3,3,5,0.16,0.48,0.58,,
184,1,3,1,4,2,,0.11,0.96,0.04,0.02
185,3,3,1,3,2,,0.19,0.62,0.09,0.19
186,4,3,1,1,4,0.29,,0.46,0.3,
187,1,3,1,2,4,0.52,0.2,0.77,0.12,0.12
188,1,3,1,4,1,0.51,0.15,0.85,0.08,0.01
189,1,3,1,4,2,0.68,0.05,,0.06,0.06
190,3,3,3,2,1,0.49,0.22,0.82,0.09,0.1
191,3,3,3,,2,0.45,0.46,0.59,0.19,0.1
192,3,,1,3,2,0.49,0.38,0.68,0.14,0.21
193,2,1,1,2,,0.05,0.56,0.57,1.0,0.1
194,3,3,3,4,5,0.49,0.15,0.89,0.04,0.07
195,3,3,1,4,6,0.49,0.24,0.91,0.06,0.02
196,1,3,1,4,2,0.68,0.32,,0.04,0.03
197,,,1,4,2,,0.19,0.68,0.1,0.01
198,,3,3,1,4,0.17,0.5,0.27,0.6,0.41
199,4,3,3,3,6,0.23,0.58,0.48,0.37,0.26
200,2,1,3,,4,0.16,0.37,0.27,0.49,
201,3,3,3,3,4,0.41,0.29,0.65,0.16,
202,1,3,1,2,2,0.55,0.21,0.8,0.06,0.13
203,4,,2,,1,0.28,0.49,0.61,0.3,0.29
204,3,3,3,1,6,0.41,0.41,0.68,0.24,0.68
205,4,1,3,4,2,0.32,0.07,0.74,0.14,0.05
206,4,,1,3,6,0.23,0.4,,0.45,
207,1,,1,3,6,0.59,0.2,0.72,0.12,0.26
208,4,,3,3,1,0.23,0.34,0.69,0.23,0.19
209,1,3,1,4,2,0.54,0.27,0.8,0.1,0.03
210,2,1,1,2,4,0.18,0.35,,,0.15
211,3,,1,3,4,0.35,0.3,0.42,0.16,0.29
212,3,3,1,4,,0.33,,0.78,0.13,0.01
213,4,3,3,1,4,0.27,0.26,0.4,0.27,0.66
214,1,3,1,4,2,0.57,0.22,,0.08,0.05
215,3,1,1,3,5,0.44,0.31,0.83,0.18,0.27
216,4,3,3,1,6,0.32,0.4,0.57,0.33,0.49
217,3,1,1,2,5,0.36,0.21,0.7,,0.08
218,4,1,3,4,6,0.29,0.4,0.87,0.19,0.04
219,2,3,3,3,4,0.15,0.58,0.34,0.5,0.16
220,,3,1,4,2,0.33,0.23,0.61,0.18,0.06
221,4,1,3,4,1,0.25,0.2,0.68,0.28,0.04
222,3,3,1,3,2,0.39,0.3,0.42,0.3,0.31
223,2,3,3,1,,0.17,0.4,0.23,,0.36
224,3,,,4,1,0.43,0.28,,0.11,0.05
225,,1,,3,1,0.25,0.29,0.66,0.24,0.16
226,2,3,3,2,4,0.14,0.48,0.44,0.55,
227,2,1,,1,5,0.12,,0.43,0.68,0.74
228,4,,3,3,2,0.25,0.52,0.51,0.27,
229,2,1,3,,4,,0.61,0.18,0.67,0.63
230,4,3,1,,4,0.25,0.35,0.22,0.47,0.42
231,2,1,3,4,1,0.17,0.48,0.54,,0.04
232,4,2,2,4,2,0.23,0.38,0.76,0.19,0.06
233,2,1,3,,6,0.18,0.61,0.52,0.5,0.2
234,4,3,1,1,2,0.23,0.62,0.05,0.56,0.88
235,1,3,3,2,2,,,0.79,,0.12
236,,1,3,2,5,0.23,,,0.43,0.11
237,4,,,3,6,0.29,0.17,0.73,0.25,0.27
238,1,3,1,4,1,0.52,,0.88,0.08,0.02
239,3,3,3,1,2,0.36,0.3,0.64,0.2,0.37
240,4,3,3,3,6,,0.28,0.43,0.28,0.18
241,1,,1,4,2,0.81,0.21,0.87,0.06,0.04
242,2,1,2,2,,0.17,0.27,0.39,0.38,0.12
243,4,3,1,3,6,0.29,0.43,0.6,0.46,
244,4,3,2,1,6,0.27,0.63,0.51,0.6,0.54
245,4,1,3,3,1,0.23,0.48,0.54,0.4,0.18
246,3,3,,3,6,0.39,0.27,0.59,0.19,0.25
247,3,3,3,1,6,0.35,0.35,0.47,0.24,0.7
248,,,2,3,4,0.11,0.36,0.44,0.38,0.22
249,2,3,1,1,4,0.18,0.43,0.18,0.58,1.0
250,2,3,1,4,1,0.17,0.38,0.52,0.56,0.03
251,3,3,1,1,4,0.33,0.22,0.48,0.28,0.74
252,4,3,,1,4,0.21,,0.4,0.36,0.63
253,1,3,1,4,1,0.71,0.07,0.89,0.03,0.05
254,3,3,1,2,2,0.46,0.32,,0.14,0.09
255,1,3,1,4,2,0.56,0.15,,0.05,0.04
256,2,3,,,4,0.17,,0.39,0.58,0.93
257,2,1,3,3,1,0.05,0.56,0.41,0.71,0.19
258,3,2,,,,0.38,0.08,0.83,0.12,
259,2,1,3,4,,,0.76,,0.45,0.03
260,2,1,2,2,5,0.12,,0.74,0.71,
261,4,1,3,1,1,0.22,0.29,0.57,0.26,0.53
262,2,3,3,1,4,0.2,,0.32,0.35,0.59
263,2,3,1,1,4,0.2,0.4,0.04,0.55,0.67
264,1,3,1,4,2,,0.17,0.92,0.04,0.01
265,,3,3,4,2,0.42,0.34,,0.11,0.05
266,3,1,1,2,4,0.35,0.28,0.6,0.24,0.14
267,,3,1,1,4,0.24,0.44,0.41,,0.35
268,4,3,3,3,1,0.28,0.39,0.51,0.21,0.17
269,,1,1,4,1,0.1,0.34,0.64,0.72,0.05
270,4,1,3,1,2,0.25,0.36,0.43,0.31,0.69
271,,,1,2,,,0.35,,0.11,0.11
272,2,3,1,3,4,0.18,0.4,0.55,0.48,0.24
273,4,3,3,1,4,0.25,0.22,0.44,0.33,0.35
274,2,1,,3,1,0.19,0.51,0.38,0.43,0.27
275,1,2,3,2,2,0.51,0.46,0.81,0.09,0.13
276,3,3,3,1,6,0.44,0.44,0.56,0.28,
277,2,3,2,1,4,0.15,0.58,0.31,0.59,0.34
278,1,3,1,2,2,0.5,0.28,,0.08,0.08
279,3,1,2,4,2,0.38,0.51,0.66,0.17,0.05
280,,,1,4,1,0.27,,0.7,0.25,0.03
281,2,1,1,4,5,0.11,0.46,0.68,0.59,0.03
282,4,2,1,2,2,0.27,0.57,0.49,0.27,0.12
283,4,3,3,,2,0.24,0.22,0.7,0.28,0.06
284,4,3,,3,6,0.23,0.28,0.45,,0.32
285,3,3,2,3,2,0.47,,0.64,,
286,4,3,,,5,0.27,0.66,0.48,0.4,0.14
287,4,,1,1,2,0.31,0.56,0.33,0.38,0.51
288,1,1,1,4,2,0.86,0.2,0.97,0.04,0.01
289,4,1,3,1,5,0.22,,0.57,0.44,0.59
290,3,2,3,2,2,0.42,0.48,,0.1,0.09
291,4,1,2,2,2,,0.5,0.66,0.22,0.1
292,4,3,1,2,4,0.23,0.28,0.35,0.51,
293,1,3,1,4,2,0.53,0.16,0.88,0.03,0.03
294,4,3,3,3,2,0.24,0.38,0.44,0.33,0.28
295,4,3,,2,1,0.26,0.45,0.7,0.27,0.1
296,1,3,3,2,2,0.57,0.21,0.81,0.07,0.12
297,3,3,1,1,6,0.33,0.41,0.42,0.44,0.67
298,1,3,1,,2,1.0,0.26,0.95,0.0,0.02
299,3,1,,3,6,0.36,0.41,,0.34,0.29
300,2,,3,1,6,0.16,0.49,0.32,0.45,0.36
301,4,,1,2,1,0.29,,0.63,,0.11
302,2,1,3,4,4,0.15,0.19,0.64,,0.03
303,,3,1,1,4,0.26,0.37,0.54,0.45,0.35
304,4,1,1,3,4,0.21,0.35,0.47,0.39,0.25
305,,3,1,4,5,0.26,0.38,0.59,0.22,0.06
306,1,,1,,6,0.7,0.19,,0.16,0.45
307,,3,3,3,,0.31,0.51,0.6,0.42,0.23
308,2,1,2,3,1,0.1,,0.32,0.69,0.32
309,1,3,1,4,2,,0.1,0.83,0.04,0.04
310,1,3,1,4,2,0.69,0.2,0.82,0.08,
311,3,3,,3,1,0.37,,0.69,0.13,0.16
312,3,3,3,2,2,0.49,0.3,0.75,0.07,0.12
313,3,3,3,3,2,0.34,,0.58,0.22,0.2
314,2,3,,1,1,0.14,,0.35,0.58,0.51
315,1,3,1,3,2,0.5,0.19,0.73,0.08,0.18
316,2,3,2,3,2,0.15,0.74,0.31,0.49,0.3
317,2,1,3,1,4,0.19,0.37,0.27,0.44,0.37
318,4,1,2,3,6,0.21,1.0,0.55,0.56,0.31
319,,3,,4,1,,0.21,0.68,0.13,0.04
320,,1,3,3,6,0.21,0.46,0.38,0.35,0.18
321,2,1,3,1,,0.18,0.24,0.5,0.45,0.48
322,2,1,3,2,,0.19,0.46,0.67,0.49,0.09
323,4,1,2,4,2,0.28,0.39,0.55,0.3,
324,2,3,3,3,,0.18,0.64,0.66,0.38,0.27
325,3,3,3,,6,0.48,0.41,0.62,0.23,0.3
326,2,1,2,1,5,0.11,0.96,0.58,0.83,0.34
327,2,1,3,4,1,,0.42,0.6,0.43,0.07
328,,3,1,3,4,0.44,,0.78,0.1,
329,3,3,1,3,2,0.37,,0.52,0.37,0.17
330,3,3,1,1,6,0.35,0.38,0.59,0.4,0.34
331,,3,3,4,1,,0.25,0.76,0.1,0.07
332,3,3,1,1,5,0.43,0.32,0.67,0.19,0.35
333,1,3,,4,2,0.91,0.13,0.92,0.03,0.04
334,2,3,2,1,2,0.14,0.65,0.0,0.66,1.0
335,2,1,,1,5,0.16,,0.49,0.58,0.48
336,1,3,1,4,2,0.6,0.12,0.9,0.07,0.03
337,2,3,1,4,6,0.16,0.35,0.82,0.79,0.07
338,1,,,4,1,,0.1,,0.06,0.05
339,3,3,3,2,2,0.4,0.32,0.56,0.15,0.12
340,3,3,1,,,0.43,0.31,0.81,0.17,0.04
341,3,3,1,2,2,0.48,0.29,0.79,0.12,
342,3,1,,,1,0.45,0.2,0.82,0.12,0.1
343,1,1,1,4,2,0.59,0.03,0.95,0.09,0.0
344,4,3,3,4,2,,,0.72,0.15,0.04
345,,3,,4,1,0.26,0.24,0.62,0.25,0.02
346,4,3,3,3,1,0.25,0.32,0.59,0.35,0.18
347,4,3,1,1,6,0.29,0.28,0.47,0.32,
348,,3,1,2,6,0.2,0.34,0.58,,0.08
349,1,3,1,,2,0.54,0.25,0.87,0.05,0.04
350,2,1,1,2,6,0.1,0.28,0.72,0.93,0.09
351,1,3,1,4,2,0.58,0.14,0.81,0.05,0.06
352,4,1,1,2,1,0.26,0.36,0.6,0.33,0.08
353,2,1,1,2,,,0.18,0.65,0.32,0.08
354,3,,3,2,1,0.39,0.28,0.76,0.09,0.1
355,4,3,1,4,6,0.32,0.24,0.87,0.23,0.03
356,,1,3,,2,0.2,0.43,0.43,0.48,0.28
357,3,3,1,4,2,0.46,0.31,0.76,0.11,0.06
358,1,,3,4,2,,,0.83,0.09,0.04
359,2,,2,4,1,0.15,0.65,0.47,0.42,0.03
360,3,,3,4,5,0.41,0.24,0.8,0.09,0.07
361,,1,1,1,4,0.24,0.32,0.63,0.39,0.41
362,4,3,3,3,1,0.29,,0.48,0.16,0.22
363,,3,3,1,4,0.13,0.62,0.18,0.66,1.0
364,,1,3,2,6,0.25,0.24,,,0.1
365,4,3,3,4,6,0.32,0.33,0.61,0.17,0.06
366,4,3,3,1,1,0.21,0.51,0.4,0.37,0.45
367,2,3,3,3,2,0.17,0.59,0.38,0.51,0.32
368,2,1,3,2,5,0.09,0.95,0.62,,0.14
369,,3,1,2,5,0.05,0.36,,1.0,0.09
370,3,3,3,4,1,0.42,0.17,0.74,0.07,0.07
371,2,3,3,1,5,0.17,0.54,0.33,0.58,0.6
372,3,3,1,,4,0.37,,0.49,0.16,0.18
373,3,1,1,4,1,,0.11,0.69,0.07,0.03
374,1,2,1,,2,0.6,0.42,0.83,0.06,0.04
375,4,1,1,1,4,0.23,0.29,0.33,0.49,0.51
376,1,3,1,1,6,1.0,0.12,0.95,0.06,0.83
377,1,3,1,4,2,0.75,0.12,0.85,0.05,0.02
378,4,1,3,,6,0.3,0.68,0.64,0.31,0.08
379,1,3,1,3,2,0.58,0.31,0.52,0.21,0.26
380,3,3,1,3,4,0.35,0.18,,0.24,0.23
381,2,3,2,1,2,0.17,0.57,0.25,0.51,0.49
382,1,1,1,4,4,0.59,0.1,0.88,0.16,0.03
383,1,3,1,4,,0.71,0.1,0.86,0.05,0.04
384,2,1,1,2,6,0.19,0.4,0.54,,0.15
385,4,,3,1,2,0.26,0.67,0.41,0.42,0.54
386,2,1,3,3,5,0.17,0.26,0.49,0.45,
387,1,,3,1,6,0.5,0.33,0.73,0.18,0.39
388,4,1,3,1,5,0.21,,0.61,0.36,
389,1,3,,1,6,0.5,,0.75,0.21,0.5
390,1,,1,4,1,0.57,0.24,0.83,0.08,0.03
391,1,,1,2,6,,0.12,,0.09,0.08
392,4,1,3,4,6,0.23,0.31,0.81,0.21,0.04
393,4,3,3,3,4,0.23,0.41,0.62,0.31,0.22
394,2,1,3,1,5,0.2,0.35,0.52,0.49,0.58
395,,,1,4,5,1.0,0.14,1.0,0.02,0.01
396,4,1,3,2,6,0.23,0.4,0.66,,
397,2,3,3,1,5,0.07,1.0,0.53,1.0,0.39
398,3,3,3,2,2,,0.19,0.61,0.13,0.09
399,4,3,1,3,,0.25,0.16,0.38,0.32,0.18
400,2,3,3,1,4,0.15,0.47,0.23,0.42,0.8
401,2,3,3,1,1,0.18,0.58,0.42,0.47,
402,2,3,,1,1,0.2,0.59,0.18,0.59,0.4
403,2,3,,,3,0.14,0.51,0.5,0.55,0.05
404,4,3,2,3,5,,0.54,0.73,0.51,0.21
405,4,1,3,1,6,0.22,0.69,0.52,0.51,0.68
406,4,1,2,3,5,0.21,0.76,0.48,0.75,0.32
407,,3,,3,1,0.31,0.36,0.53,0.22,0.2
408,2,3,2,1,6,0.15,0.72,0.36,0.62,
409,,3,,1,4,0.21,0.34,0.3,0.48,
410,1,3,1,3,6,0.64,0.15,0.59,0.16,
411,2,3,3,1,4,0.12,0.86,0.06,0.78,1.0
412,4,1,3,3,2,0.31,0.41,0.43,0.36,0.2
413,4,1,3,3,4,0.22,0.21,0.45,0.27,0.21
414,,3,3,1,4,0.21,0.61,0.01,0.58,1.0
415,1,2,,2,2,0.5,,0.71,0.1,0.1
416,4,1,2,2,4,0.25,0.34,0.74,0.17,0.14
417,4,1,3,4,1,0.29,0.24,0.72,0.19,0.01
418,,3,3,,2,0.35,0.49,0.72,0.22,0.13
419,1,1,1,3,2,0.53,0.24,0.83,0.11,0.22
420,4,1,,2,5,0.24,0.47,0.74,0.39,0.1
421,2,3,,1,4,0.12,0.79,0.28,0.65,
422,,3,3,1,2,0.32,0.49,0.53,0.24,0.69
423,3,3,3,4,,0.46,0.26,0.81,0.08,0.06
424,2,3,2,1,,0.16,,0.36,,0.66
425,3,3,1,4,2,0.49,0.1,0.82,0.05,0.03
426,4,3,,3,5,0.22,0.33,0.53,0.33,0.16
427,3,1,1,4,2,0.48,0.25,0.9,0.05,0.0
428,2,,3,1,4,0.13,0.48,0.26,0.52,0.76
429,4,1,3,1,5,,0.36,0.67,0.39,
430,3,3,3,,6,0.36,,0.64,0.26,0.42
431,3,1,1,4,2,,0.47,0.7,0.16,0.03
432,4,,1,1,6,0.27,0.49,0.37,0.45,0.53
433,1,3,1,4,1,0.54,0.04,,0.11,0.06
434,2,1,3,3,3,0.11,0.63,0.23,,0.18
435,,1,1,4,2,0.42,0.24,0.75,0.09,0.04
436,1,3,1,2,2,0.55,0.22,0.77,0.09,0.1
437,4,,,,2,0.21,0.35,0.59,0.31,0.06
438,1,3,,,2,,0.08,0.84,,0.04
439,1,3,1,3,6,0.52,0.24,0.66,0.14,0.16
440,2,3,3,3,6,0.12,0.56,0.36,0.57,0.24
441,3,3,1,3,4,0.39,0.23,0.72,0.1,0.2
442,,1,3,1,4,0.22,0.36,0.49,0.37,0.35
443,2,1,3,4,4,0.14,0.44,0.66,0.5,0.04
444,3,3,3,4,1,0.38,0.24,0.67,0.09,0.05
445,2,3,1,,5,0.15,0.59,0.28,0.64,0.72
446,4,1,1,4,,0.24,0.32,0.61,0.37,0.06
447,2,1,3,1,4,0.19,0.45,,0.44,0.62
448,4,3,3,1,2,0.31,0.67,0.16,0.32,1.0
449,1,3,1,4,2,1.0,0.14,0.92,0.04,0.03
450,1,3,1,4,1,0.56,0.09,0.79,0.08,0.05
451,2,,,1,4,0.1,,0.21,0.71,0.63
452,,1,3,4,1,0.21,0.35,0.7,0.27,0.05
453,2,3,2,3,4,0.18,,0.5,0.3,0.2
454,2,1,3,4,1,0.15,,0.43,,0.07
455,,3,3,1,5,0.1,,0.37,0.76,0.64
456,,3,3,2,6,0.23,,0.84,0.34,0.1
457,3,3,3,2,1,0.34,0.2,0.66,0.11,
458,2,3,2,1,4,0.15,0.45,0.22,0.8,1.0
459,4,,2,4,4,0.25,0.38,0.57,0.23,0.07
460,1,1,1,4,2,0.68,0.3,0.9,0.04,0.02
